RVSN_Group,merged_symptom,MDCARE_YM,COUNT
4,J02,200401,16437
4,J02,200402,13758
4,J02,200403,22908
4,J02,200404,19910
4,J02,200405,17239
4,J02,200406,14590
4,J02,200407,13431
4,J02,200408,12208
4,J02,200409,18077
4,J02,200410,20395
4,J02,200411,18582
4,J02,200412,19925
4,J02,200501,15753
4,J02,200502,13245
4,J02,200503,19228
4,J02,200504,24476
4,J02,200505,21097
4,J02,200506,15129
4,J02,200507,13286
4,J02,200508,12656
4,J02,200509,15958
4,J02,200510,19238
4,J02,200511,19272
4,J02,200512,24091
4,J02,200601,21809
4,J02,200602,16645
4,J02,200603,19422
4,J02,200604,22656
4,J02,200605,22009
4,J02,200606,14803
4,J02,200607,12193
4,J02,200608,11584
4,J02,200609,17762
4,J02,200610,15919
4,J02,200611,18599
4,J02,200612,20706
4,J02,200701,21232
4,J02,200702,14165
4,J02,200703,16914
4,J02,200704,21502
4,J02,200705,17689
4,J02,200706,16108
4,J02,200707,17023
4,J02,200708,14784
4,J02,200709,22422
4,J02,200710,24772
4,J02,200711,25892
4,J02,200712,26896
4,J02,200801,25182
4,J02,200802,32878
4,J02,200803,30737
4,J02,200804,28002
4,J02,200805,25455
4,J02,200806,20601
4,J02,200807,17135
4,J02,200808,15626
4,J02,200809,20510
4,J02,200810,24178
4,J02,200811,22707
4,J02,200812,34714
4,J02,200901,26656
4,J02,200902,18776
4,J02,200903,25260
4,J02,200904,28669
4,J02,200905,22889
4,J02,200906,19574
4,J02,200907,17384
4,J02,200908,19210
4,J02,200909,28559
4,J02,200910,31702
4,J02,200911,37248
4,J02,200912,29615
4,J02,201001,22638
4,J02,201002,19440
4,J02,201003,28366
4,J02,201004,36488
4,J02,201005,27733
4,J02,201006,22224
4,J02,201007,18435
4,J02,201008,15977
4,J02,201009,24800
4,J02,201010,29012
4,J02,201011,28732
4,J02,201012,32871
4,J02,201101,26417
4,J02,201102,21119
4,J02,201103,26885
4,J02,201104,27281
4,J02,201105,24961
4,J02,201106,19463
4,J02,201107,17183
4,J02,201108,18385
4,J02,201109,25684
4,J02,201110,26455
4,J02,201111,24502
4,J02,201112,32766
4,J02,201201,32104
4,J02,201202,33546
4,J02,201203,34009
4,J02,201204,34148
4,J02,201205,30421
4,J02,201206,21763
4,J02,201207,20045
4,J02,201208,19091
4,J02,201209,28500
4,J02,201210,30601
4,J02,201211,29769
4,J02,201212,27594
4,J02,201301,27852
4,J02,201302,31744
4,J02,201303,33184
4,J02,201304,32944
4,J02,201305,29229
4,J02,201306,24587
4,J02,201307,22611
4,J02,201308,21770
4,J02,201309,28999
4,J02,201310,28866
4,J02,201311,28913
4,J02,201312,29011
