RVSN_Group,merged_symptom,MDCARE_YM,COUNT
5,J00,200401,50686
5,J00,200402,48152
5,J00,200403,67262
5,J00,200404,57387
5,J00,200405,43982
5,J00,200406,35085
5,J00,200407,26940
5,J00,200408,26680
5,J00,200409,44626
5,J00,200410,57461
5,J00,200411,52746
5,J00,200412,58637
5,J00,200501,47471
5,J00,200502,40786
5,J00,200503,56285
5,J00,200504,59049
5,J00,200505,50330
5,J00,200506,32614
5,J00,200507,26523
5,J00,200508,25609
5,J00,200509,39058
5,J00,200510,56246
5,J00,200511,60800
5,J00,200512,82617
5,J00,200601,59091
5,J00,200602,53009
5,J00,200603,59564
5,J00,200604,61815
5,J00,200605,50891
5,J00,200606,35923
5,J00,200607,27585
5,J00,200608,25599
5,J00,200609,47371
5,J00,200610,44740
5,J00,200611,54664
5,J00,200612,58228
5,J00,200701,61857
5,J00,200702,44648
5,J00,200703,48907
5,J00,200704,50898
5,J00,200705,42700
5,J00,200706,40052
5,J00,200707,39000
5,J00,200708,31425
5,J00,200709,55034
5,J00,200710,71235
5,J00,200711,78954
5,J00,200712,86601
5,J00,200801,85183
5,J00,200802,87903
5,J00,200803,78859
5,J00,200804,70625
5,J00,200805,59272
5,J00,200806,47791
5,J00,200807,34380
5,J00,200808,31556
5,J00,200809,47799
5,J00,200810,64099
5,J00,200811,65873
5,J00,200812,95281
5,J00,200901,84955
5,J00,200902,51168
5,J00,200903,64570
5,J00,200904,80622
5,J00,200905,62451
5,J00,200906,46165
5,J00,200907,38012
5,J00,200908,43638
5,J00,200909,72260
5,J00,200910,92754
5,J00,200911,95802
5,J00,200912,83561
5,J00,201001,75416
5,J00,201002,62015
5,J00,201003,72631
5,J00,201004,85922
5,J00,201005,69237
5,J00,201006,51417
5,J00,201007,38635
5,J00,201008,32547
5,J00,201009,58804
5,J00,201010,76378
5,J00,201011,76470
5,J00,201012,90681
5,J00,201101,77989
5,J00,201102,57097
5,J00,201103,76414
5,J00,201104,71772
5,J00,201105,61131
5,J00,201106,48294
5,J00,201107,38008
5,J00,201108,38801
5,J00,201109,60129
5,J00,201110,69483
5,J00,201111,71566
5,J00,201112,91501
5,J00,201201,87854
5,J00,201202,89933
5,J00,201203,88147
5,J00,201204,81792
5,J00,201205,72071
5,J00,201206,51540
5,J00,201207,43328
5,J00,201208,41344
5,J00,201209,65068
5,J00,201210,84405
5,J00,201211,82212
5,J00,201212,76883
5,J00,201301,80456
5,J00,201302,85729
5,J00,201303,89217
5,J00,201304,85212
5,J00,201305,68336
5,J00,201306,50116
5,J00,201307,43774
5,J00,201308,42965
5,J00,201309,65065
5,J00,201310,78742
5,J00,201311,83096
5,J00,201312,81482
