RVSN_Group,merged_symptom,MDCARE_YM,COUNT
4,J04,200401,11975
4,J04,200402,10076
4,J04,200403,16731
4,J04,200404,15103
4,J04,200405,12591
4,J04,200406,10188
4,J04,200407,8115
4,J04,200408,7291
4,J04,200409,11696
4,J04,200410,14896
4,J04,200411,14770
4,J04,200412,15802
4,J04,200501,12830
4,J04,200502,10622
4,J04,200503,15688
4,J04,200504,19911
4,J04,200505,16411
4,J04,200506,10902
4,J04,200507,8448
4,J04,200508,8170
4,J04,200509,11426
4,J04,200510,15854
4,J04,200511,16492
4,J04,200512,20405
4,J04,200601,19111
4,J04,200602,14377
4,J04,200603,16787
4,J04,200604,19075
4,J04,200605,18339
4,J04,200606,11875
4,J04,200607,8423
4,J04,200608,8383
4,J04,200609,13997
4,J04,200610,13780
4,J04,200611,16361
4,J04,200612,18640
4,J04,200701,19183
4,J04,200702,12641
4,J04,200703,14388
4,J04,200704,18648
4,J04,200705,15166
4,J04,200706,13644
4,J04,200707,13180
4,J04,200708,11530
4,J04,200709,19423
4,J04,200710,23736
4,J04,200711,26649
4,J04,200712,27676
4,J04,200801,25924
4,J04,200802,31073
4,J04,200803,30019
4,J04,200804,27478
4,J04,200805,23563
4,J04,200806,18006
4,J04,200807,13253
4,J04,200808,11879
4,J04,200809,17750
4,J04,200810,23310
4,J04,200811,22724
4,J04,200812,33895
4,J04,200901,28851
4,J04,200902,19322
4,J04,200903,24533
4,J04,200904,29130
4,J04,200905,23128
4,J04,200906,17339
4,J04,200907,13858
4,J04,200908,15640
4,J04,200909,25020
4,J04,200910,29817
4,J04,200911,33273
4,J04,200912,30184
4,J04,201001,24634
4,J04,201002,20508
4,J04,201003,28010
4,J04,201004,36383
4,J04,201005,28587
4,J04,201006,21877
4,J04,201007,16438
4,J04,201008,13664
4,J04,201009,21969
4,J04,201010,30070
4,J04,201011,31709
4,J04,201012,35177
4,J04,201101,29244
4,J04,201102,22611
4,J04,201103,28095
4,J04,201104,28662
4,J04,201105,25331
4,J04,201106,18964
4,J04,201107,14693
4,J04,201108,15711
4,J04,201109,24205
4,J04,201110,26325
4,J04,201111,25504
4,J04,201112,33479
4,J04,201201,30962
4,J04,201202,32613
4,J04,201203,32454
4,J04,201204,32288
4,J04,201205,27754
4,J04,201206,18349
4,J04,201207,14542
4,J04,201208,14955
4,J04,201209,24553
4,J04,201210,29660
4,J04,201211,29706
4,J04,201212,27641
4,J04,201301,29304
4,J04,201302,32096
4,J04,201303,33725
4,J04,201304,33997
4,J04,201305,27552
4,J04,201306,19027
4,J04,201307,15841
4,J04,201308,16302
4,J04,201309,24774
4,J04,201310,27833
4,J04,201311,29339
4,J04,201312,28894
