RVSN_Group,merged_symptom,MDCARE_YM,COUNT
1,J02,200401,82654
1,J02,200402,76368
1,J02,200403,122580
1,J02,200404,115910
1,J02,200405,98636
1,J02,200406,84151
1,J02,200407,71457
1,J02,200408,64459
1,J02,200409,96385
1,J02,200410,103734
1,J02,200411,99966
1,J02,200412,107910
1,J02,200501,88254
1,J02,200502,64295
1,J02,200503,99524
1,J02,200504,124385
1,J02,200505,117273
1,J02,200506,86386
1,J02,200507,73570
1,J02,200508,66473
1,J02,200509,90771
1,J02,200510,108390
1,J02,200511,107510
1,J02,200512,144340
1,J02,200601,99436
1,J02,200602,77252
1,J02,200603,99572
1,J02,200604,117779
1,J02,200605,98747
1,J02,200606,77800
1,J02,200607,63558
1,J02,200608,57827
1,J02,200609,92372
1,J02,200610,80205
1,J02,200611,98479
1,J02,200612,108396
1,J02,200701,100888
1,J02,200702,68983
1,J02,200703,83057
1,J02,200704,100114
1,J02,200705,88582
1,J02,200706,91753
1,J02,200707,94104
1,J02,200708,83113
1,J02,200709,129091
1,J02,200710,138513
1,J02,200711,145899
1,J02,200712,159246
1,J02,200801,135038
1,J02,200802,138528
1,J02,200803,140584
1,J02,200804,139163
1,J02,200805,130422
1,J02,200806,115121
1,J02,200807,96957
1,J02,200808,79572
1,J02,200809,110640
1,J02,200810,128160
1,J02,200811,133508
1,J02,200812,185716
1,J02,200901,133086
1,J02,200902,94599
1,J02,200903,131751
1,J02,200904,168269
1,J02,200905,132662
1,J02,200906,114787
1,J02,200907,101082
1,J02,200908,107748
1,J02,200909,178975
1,J02,200910,196240
1,J02,200911,201934
1,J02,200912,160668
1,J02,201001,122505
1,J02,201002,108907
1,J02,201003,161477
1,J02,201004,200349
1,J02,201005,161389
1,J02,201006,132462
1,J02,201007,111800
1,J02,201008,95671
1,J02,201009,151435
1,J02,201010,168351
1,J02,201011,160945
1,J02,201012,187630
1,J02,201101,146304
1,J02,201102,115968
1,J02,201103,161507
1,J02,201104,154499
1,J02,201105,150584
1,J02,201106,124246
1,J02,201107,106604
1,J02,201108,107256
1,J02,201109,153492
1,J02,201110,166473
1,J02,201111,159708
1,J02,201112,172745
1,J02,201201,165811
1,J02,201202,171297
1,J02,201203,198380
1,J02,201204,182011
1,J02,201205,160133
1,J02,201206,123947
1,J02,201207,110382
1,J02,201208,98806
1,J02,201209,153525
1,J02,201210,157275
1,J02,201211,161396
1,J02,201212,143987
1,J02,201301,157737
1,J02,201302,148615
1,J02,201303,176707
1,J02,201304,179955
1,J02,201305,156431
1,J02,201306,131983
1,J02,201307,122678
1,J02,201308,116627
1,J02,201309,156903
1,J02,201310,161690
1,J02,201311,166550
1,J02,201312,153709
