RVSN_Group,merged_symptom,MDCARE_YM,COUNT
1,J04,200401,49688
1,J04,200402,45626
1,J04,200403,75474
1,J04,200404,75252
1,J04,200405,64742
1,J04,200406,51527
1,J04,200407,41164
1,J04,200408,36298
1,J04,200409,56259
1,J04,200410,66835
1,J04,200411,66929
1,J04,200412,72322
1,J04,200501,60744
1,J04,200502,44404
1,J04,200503,67255
1,J04,200504,89027
1,J04,200505,82505
1,J04,200506,56882
1,J04,200507,45490
1,J04,200508,42182
1,J04,200509,61829
1,J04,200510,81264
1,J04,200511,82394
1,J04,200512,108021
1,J04,200601,76753
1,J04,200602,57432
1,J04,200603,74987
1,J04,200604,88424
1,J04,200605,74404
1,J04,200606,55494
1,J04,200607,40705
1,J04,200608,38561
1,J04,200609,66350
1,J04,200610,61281
1,J04,200611,78978
1,J04,200612,88004
1,J04,200701,83601
1,J04,200702,55585
1,J04,200703,66795
1,J04,200704,84170
1,J04,200705,73009
1,J04,200706,74093
1,J04,200707,69772
1,J04,200708,65203
1,J04,200709,109422
1,J04,200710,128247
1,J04,200711,138862
1,J04,200712,152306
1,J04,200801,127211
1,J04,200802,126584
1,J04,200803,130864
1,J04,200804,131129
1,J04,200805,119820
1,J04,200806,97895
1,J04,200807,72649
1,J04,200808,64242
1,J04,200809,97676
1,J04,200810,121183
1,J04,200811,131030
1,J04,200812,182768
1,J04,200901,134318
1,J04,200902,95344
1,J04,200903,130914
1,J04,200904,170000
1,J04,200905,130631
1,J04,200906,104465
1,J04,200907,84692
1,J04,200908,91282
1,J04,200909,157056
1,J04,200910,173103
1,J04,200911,175115
1,J04,200912,153640
1,J04,201001,121783
1,J04,201002,106947
1,J04,201003,156142
1,J04,201004,196617
1,J04,201005,163110
1,J04,201006,125237
1,J04,201007,97153
1,J04,201008,81469
1,J04,201009,138403
1,J04,201010,171658
1,J04,201011,172421
1,J04,201012,196935
1,J04,201101,151525
1,J04,201102,117488
1,J04,201103,160259
1,J04,201104,158103
1,J04,201105,151349
1,J04,201106,115320
1,J04,201107,91077
1,J04,201108,95823
1,J04,201109,147498
1,J04,201110,169128
1,J04,201111,167153
1,J04,201112,178467
1,J04,201201,166127
1,J04,201202,172245
1,J04,201203,194844
1,J04,201204,190132
1,J04,201205,169746
1,J04,201206,114282
1,J04,201207,93149
1,J04,201208,89924
1,J04,201209,156153
1,J04,201210,168940
1,J04,201211,174997
1,J04,201212,157712
1,J04,201301,169819
1,J04,201302,159747
1,J04,201303,191091
1,J04,201304,199058
1,J04,201305,168649
1,J04,201306,122389
1,J04,201307,106079
1,J04,201308,106807
1,J04,201309,164372
1,J04,201310,178272
1,J04,201311,188946
1,J04,201312,174581
