RVSN_Group,merged_symptom,MDCARE_YM,COUNT
3,J04,200401,10227
3,J04,200402,9683
3,J04,200403,14163
3,J04,200404,13213
3,J04,200405,10940
3,J04,200406,8770
3,J04,200407,6751
3,J04,200408,6262
3,J04,200409,9771
3,J04,200410,12433
3,J04,200411,12464
3,J04,200412,13745
3,J04,200501,11546
3,J04,200502,8874
3,J04,200503,12516
3,J04,200504,15400
3,J04,200505,14460
3,J04,200506,9834
3,J04,200507,7418
3,J04,200508,7452
3,J04,200509,10887
3,J04,200510,14351
3,J04,200511,14352
3,J04,200512,19699
3,J04,200601,15105
3,J04,200602,11739
3,J04,200603,14431
3,J04,200604,17315
3,J04,200605,15239
3,J04,200606,10613
3,J04,200607,8045
3,J04,200608,7232
3,J04,200609,12223
3,J04,200610,11757
3,J04,200611,14376
3,J04,200612,15813
3,J04,200701,18005
3,J04,200702,10921
3,J04,200703,12724
3,J04,200704,15863
3,J04,200705,13880
3,J04,200706,12815
3,J04,200707,12555
3,J04,200708,10941
3,J04,200709,18391
3,J04,200710,21672
3,J04,200711,24339
3,J04,200712,25035
3,J04,200801,23706
3,J04,200802,26584
3,J04,200803,26665
3,J04,200804,24441
3,J04,200805,21214
3,J04,200806,15239
3,J04,200807,11468
3,J04,200808,10256
3,J04,200809,15687
3,J04,200810,20438
3,J04,200811,20376
3,J04,200812,27112
3,J04,200901,23730
3,J04,200902,15215
3,J04,200903,19639
3,J04,200904,24550
3,J04,200905,19931
3,J04,200906,15243
3,J04,200907,12063
3,J04,200908,13556
3,J04,200909,23089
3,J04,200910,28050
3,J04,200911,26017
3,J04,200912,24225
3,J04,201001,20325
3,J04,201002,17065
3,J04,201003,22351
3,J04,201004,29529
3,J04,201005,24403
3,J04,201006,19332
3,J04,201007,14271
3,J04,201008,12004
3,J04,201009,20448
3,J04,201010,26431
3,J04,201011,27686
3,J04,201012,31191
3,J04,201101,25979
3,J04,201102,19102
3,J04,201103,25038
3,J04,201104,25474
3,J04,201105,23869
3,J04,201106,17723
3,J04,201107,13280
3,J04,201108,14038
3,J04,201109,22335
3,J04,201110,25179
3,J04,201111,24803
3,J04,201112,29622
3,J04,201201,27268
3,J04,201202,24444
3,J04,201203,28010
3,J04,201204,27663
3,J04,201205,24807
3,J04,201206,17265
3,J04,201207,13466
3,J04,201208,13181
3,J04,201209,23038
3,J04,201210,26097
3,J04,201211,26514
3,J04,201212,22934
3,J04,201301,25325
3,J04,201302,25832
3,J04,201303,29442
3,J04,201304,29878
3,J04,201305,25117
3,J04,201306,17254
3,J04,201307,14906
3,J04,201308,14889
3,J04,201309,23539
3,J04,201310,25951
3,J04,201311,27654
3,J04,201312,25140
