RVSN_Group,merged_symptom,MDCARE_YM,COUNT
3,J03,200401,28609
3,J03,200402,29197
3,J03,200403,43583
3,J03,200404,38142
3,J03,200405,33114
3,J03,200406,28985
3,J03,200407,25830
3,J03,200408,22720
3,J03,200409,34291
3,J03,200410,37658
3,J03,200411,35931
3,J03,200412,39091
3,J03,200501,30957
3,J03,200502,24698
3,J03,200503,35244
3,J03,200504,42099
3,J03,200505,42524
3,J03,200506,30970
3,J03,200507,28310
3,J03,200508,25647
3,J03,200509,33749
3,J03,200510,38343
3,J03,200511,36757
3,J03,200512,52864
3,J03,200601,36537
3,J03,200602,27176
3,J03,200603,33067
3,J03,200604,43225
3,J03,200605,37821
3,J03,200606,27904
3,J03,200607,24086
3,J03,200608,21191
3,J03,200609,31202
3,J03,200610,28767
3,J03,200611,32092
3,J03,200612,35175
3,J03,200701,38142
3,J03,200702,24022
3,J03,200703,27912
3,J03,200704,35673
3,J03,200705,31468
3,J03,200706,31709
3,J03,200707,34084
3,J03,200708,29867
3,J03,200709,44371
3,J03,200710,46408
3,J03,200711,47825
3,J03,200712,50253
3,J03,200801,48500
3,J03,200802,56975
3,J03,200803,57138
3,J03,200804,53549
3,J03,200805,47641
3,J03,200806,42193
3,J03,200807,35224
3,J03,200808,29178
3,J03,200809,37819
3,J03,200810,45307
3,J03,200811,43529
3,J03,200812,60940
3,J03,200901,53109
3,J03,200902,34165
3,J03,200903,46058
3,J03,200904,59073
3,J03,200905,49624
3,J03,200906,41283
3,J03,200907,36036
3,J03,200908,38293
3,J03,200909,57106
3,J03,200910,68015
3,J03,200911,60667
3,J03,200912,50141
3,J03,201001,41427
3,J03,201002,35809
3,J03,201003,48972
3,J03,201004,66919
3,J03,201005,53496
3,J03,201006,43987
3,J03,201007,37078
3,J03,201008,31933
3,J03,201009,47873
3,J03,201010,52174
3,J03,201011,51208
3,J03,201012,59920
3,J03,201101,41582
3,J03,201102,33897
3,J03,201103,45564
3,J03,201104,47119
3,J03,201105,45879
3,J03,201106,38264
3,J03,201107,32626
3,J03,201108,31000
3,J03,201109,42713
3,J03,201110,43305
3,J03,201111,42172
3,J03,201112,50281
3,J03,201201,47772
3,J03,201202,44496
3,J03,201203,53853
3,J03,201204,50635
3,J03,201205,43492
3,J03,201206,36260
3,J03,201207,31401
3,J03,201208,28703
3,J03,201209,41938
3,J03,201210,44562
3,J03,201211,44952
3,J03,201212,39421
3,J03,201301,42249
3,J03,201302,43157
3,J03,201303,48072
3,J03,201304,47808
3,J03,201305,43258
3,J03,201306,36762
3,J03,201307,34714
3,J03,201308,31223
3,J03,201309,41023
3,J03,201310,41457
3,J03,201311,41391
3,J03,201312,38168
