RVSN_Group,merged_symptom,MDCARE_YM,COUNT
3,J05,200401,294
3,J05,200402,338
3,J05,200403,478
3,J05,200404,424
3,J05,200405,322
3,J05,200406,277
3,J05,200407,220
3,J05,200408,152
3,J05,200409,224
3,J05,200410,302
3,J05,200411,365
3,J05,200412,323
3,J05,200501,298
3,J05,200502,212
3,J05,200503,364
3,J05,200504,456
3,J05,200505,378
3,J05,200506,274
3,J05,200507,201
3,J05,200508,181
3,J05,200509,328
3,J05,200510,372
3,J05,200511,328
3,J05,200512,439
3,J05,200601,296
3,J05,200602,274
3,J05,200603,369
3,J05,200604,460
3,J05,200605,527
3,J05,200606,408
3,J05,200607,336
3,J05,200608,361
3,J05,200609,540
3,J05,200610,445
3,J05,200611,551
3,J05,200612,617
3,J05,200701,600
3,J05,200702,399
3,J05,200703,443
3,J05,200704,625
3,J05,200705,542
3,J05,200706,727
3,J05,200707,542
3,J05,200708,479
3,J05,200709,807
3,J05,200710,843
3,J05,200711,758
3,J05,200712,914
3,J05,200801,756
3,J05,200802,873
3,J05,200803,945
3,J05,200804,879
3,J05,200805,904
3,J05,200806,599
3,J05,200807,410
3,J05,200808,430
3,J05,200809,696
3,J05,200810,1003
3,J05,200811,905
3,J05,200812,1087
3,J05,200901,885
3,J05,200902,622
3,J05,200903,848
3,J05,200904,1057
3,J05,200905,926
3,J05,200906,760
3,J05,200907,529
3,J05,200908,565
3,J05,200909,805
3,J05,200910,952
3,J05,200911,801
3,J05,200912,734
3,J05,201001,582
3,J05,201002,506
3,J05,201003,828
3,J05,201004,1186
3,J05,201005,1037
3,J05,201006,837
3,J05,201007,622
3,J05,201008,524
3,J05,201009,765
3,J05,201010,1012
3,J05,201011,905
3,J05,201012,911
3,J05,201101,650
3,J05,201102,524
3,J05,201103,737
3,J05,201104,800
3,J05,201105,1034
3,J05,201106,748
3,J05,201107,653
3,J05,201108,718
3,J05,201109,894
3,J05,201110,934
3,J05,201111,907
3,J05,201112,1064
3,J05,201201,782
3,J05,201202,719
3,J05,201203,915
3,J05,201204,929
3,J05,201205,1000
3,J05,201206,589
3,J05,201207,784
3,J05,201208,773
3,J05,201209,705
3,J05,201210,628
3,J05,201211,763
3,J05,201212,513
3,J05,201301,612
3,J05,201302,737
3,J05,201303,926
3,J05,201304,770
3,J05,201305,657
3,J05,201306,616
3,J05,201307,631
3,J05,201308,638
3,J05,201309,776
3,J05,201310,694
3,J05,201311,650
3,J05,201312,557
