RVSN_Group,merged_symptom,MDCARE_YM,COUNT
4,J00,200401,19620
4,J00,200402,16175
4,J00,200403,24102
4,J00,200404,20101
4,J00,200405,15742
4,J00,200406,12243
4,J00,200407,10008
4,J00,200408,9512
4,J00,200409,16437
4,J00,200410,21320
4,J00,200411,19633
4,J00,200412,21268
4,J00,200501,17309
4,J00,200502,14372
4,J00,200503,19713
4,J00,200504,22735
4,J00,200505,18405
4,J00,200506,11958
4,J00,200507,9221
4,J00,200508,9139
4,J00,200509,13474
4,J00,200510,18987
4,J00,200511,19369
4,J00,200512,25098
4,J00,200601,25204
4,J00,200602,19854
4,J00,200603,22762
4,J00,200604,22807
4,J00,200605,20699
4,J00,200606,13890
4,J00,200607,10522
4,J00,200608,10190
4,J00,200609,18267
4,J00,200610,17859
4,J00,200611,21037
4,J00,200612,23301
4,J00,200701,24733
4,J00,200702,16287
4,J00,200703,18498
4,J00,200704,21416
4,J00,200705,17184
4,J00,200706,14413
4,J00,200707,13683
4,J00,200708,12124
4,J00,200709,21988
4,J00,200710,25897
4,J00,200711,28385
4,J00,200712,29508
4,J00,200801,28694
4,J00,200802,32554
4,J00,200803,29776
4,J00,200804,24296
4,J00,200805,21232
4,J00,200806,15536
4,J00,200807,11689
4,J00,200808,10744
4,J00,200809,16603
4,J00,200810,23050
4,J00,200811,22844
4,J00,200812,32561
4,J00,200901,28017
4,J00,200902,18399
4,J00,200903,23473
4,J00,200904,26460
4,J00,200905,20613
4,J00,200906,15091
4,J00,200907,12438
4,J00,200908,14543
4,J00,200909,24562
4,J00,200910,29429
4,J00,200911,33428
4,J00,200912,30064
4,J00,201001,25856
4,J00,201002,20745
4,J00,201003,26183
4,J00,201004,30572
4,J00,201005,23348
4,J00,201006,18157
4,J00,201007,13661
4,J00,201008,12035
4,J00,201009,20569
4,J00,201010,27320
4,J00,201011,27647
4,J00,201012,31389
4,J00,201101,27987
4,J00,201102,22041
4,J00,201103,28650
4,J00,201104,26929
4,J00,201105,22503
4,J00,201106,17196
4,J00,201107,13468
4,J00,201108,14941
4,J00,201109,22411
4,J00,201110,25578
4,J00,201111,24827
4,J00,201112,33434
4,J00,201201,32223
4,J00,201202,32373
4,J00,201203,31091
4,J00,201204,28849
4,J00,201205,24887
4,J00,201206,17594
4,J00,201207,15126
4,J00,201208,14414
4,J00,201209,23782
4,J00,201210,30017
4,J00,201211,29658
4,J00,201212,28215
4,J00,201301,30057
4,J00,201302,31931
4,J00,201303,32794
4,J00,201304,31847
4,J00,201305,25343
4,J00,201306,18303
4,J00,201307,15385
4,J00,201308,15145
4,J00,201309,22983
4,J00,201310,26862
4,J00,201311,28034
4,J00,201312,27880
