RVSN_Group,merged_symptom,MDCARE_YM,COUNT
4,J06,200401,23040
4,J06,200402,18815
4,J06,200403,30175
4,J06,200404,26174
4,J06,200405,20993
4,J06,200406,16226
4,J06,200407,13751
4,J06,200408,12683
4,J06,200409,20994
4,J06,200410,26668
4,J06,200411,24487
4,J06,200412,26276
4,J06,200501,21630
4,J06,200502,17528
4,J06,200503,24753
4,J06,200504,29658
4,J06,200505,24733
4,J06,200506,16333
4,J06,200507,12922
4,J06,200508,12323
4,J06,200509,17473
4,J06,200510,24608
4,J06,200511,24682
4,J06,200512,31942
4,J06,200601,30656
4,J06,200602,23079
4,J06,200603,27059
4,J06,200604,28996
4,J06,200605,26690
4,J06,200606,17586
4,J06,200607,13698
4,J06,200608,13270
4,J06,200609,22521
4,J06,200610,22269
4,J06,200611,26504
4,J06,200612,29307
4,J06,200701,31281
4,J06,200702,21523
4,J06,200703,25105
4,J06,200704,30645
4,J06,200705,24072
4,J06,200706,21299
4,J06,200707,20527
4,J06,200708,18195
4,J06,200709,32176
4,J06,200710,38619
4,J06,200711,40770
4,J06,200712,42816
4,J06,200801,41566
4,J06,200802,50647
4,J06,200803,47449
4,J06,200804,40158
4,J06,200805,34939
4,J06,200806,27125
4,J06,200807,20839
4,J06,200808,18848
4,J06,200809,27476
4,J06,200810,36176
4,J06,200811,35418
4,J06,200812,54377
4,J06,200901,46053
4,J06,200902,30478
4,J06,200903,38914
4,J06,200904,43592
4,J06,200905,34492
4,J06,200906,27052
4,J06,200907,22356
4,J06,200908,26146
4,J06,200909,41340
4,J06,200910,47519
4,J06,200911,56916
4,J06,200912,47991
4,J06,201001,38914
4,J06,201002,32138
4,J06,201003,43326
4,J06,201004,52989
4,J06,201005,40266
4,J06,201006,31390
4,J06,201007,24588
4,J06,201008,20444
4,J06,201009,32968
4,J06,201010,43912
4,J06,201011,43987
4,J06,201012,50457
4,J06,201101,44196
4,J06,201102,35108
4,J06,201103,43175
4,J06,201104,40502
4,J06,201105,34916
4,J06,201106,26266
4,J06,201107,21506
4,J06,201108,23032
4,J06,201109,34024
4,J06,201110,37141
4,J06,201111,35191
4,J06,201112,48269
4,J06,201201,46754
4,J06,201202,46795
4,J06,201203,46292
4,J06,201204,43201
4,J06,201205,36989
4,J06,201206,25132
4,J06,201207,22060
4,J06,201208,21108
4,J06,201209,33928
4,J06,201210,41318
4,J06,201211,39722
4,J06,201212,37951
4,J06,201301,40716
4,J06,201302,44420
4,J06,201303,46267
4,J06,201304,44241
4,J06,201305,35957
4,J06,201306,26173
4,J06,201307,23028
4,J06,201308,22688
4,J06,201309,33870
4,J06,201310,37357
4,J06,201311,39476
4,J06,201312,38710
