RVSN_Group,merged_symptom,MDCARE_YM,COUNT
4,J01,200401,17314
4,J01,200402,14996
4,J01,200403,21026
4,J01,200404,18861
4,J01,200405,17133
4,J01,200406,14265
4,J01,200407,11143
4,J01,200408,9666
4,J01,200409,16466
4,J01,200410,21250
4,J01,200411,20817
4,J01,200412,22028
4,J01,200501,18021
4,J01,200502,15702
4,J01,200503,21741
4,J01,200504,24612
4,J01,200505,21052
4,J01,200506,14039
4,J01,200507,10528
4,J01,200508,10910
4,J01,200509,16651
4,J01,200510,22978
4,J01,200511,23573
4,J01,200512,27848
4,J01,200601,24152
4,J01,200602,18930
4,J01,200603,21136
4,J01,200604,22268
4,J01,200605,19503
4,J01,200606,13220
4,J01,200607,10089
4,J01,200608,9650
4,J01,200609,18025
4,J01,200610,16990
4,J01,200611,20089
4,J01,200612,22107
4,J01,200701,20762
4,J01,200702,16671
4,J01,200703,19908
4,J01,200704,22586
4,J01,200705,17748
4,J01,200706,17194
4,J01,200707,16673
4,J01,200708,14150
4,J01,200709,25399
4,J01,200710,33678
4,J01,200711,38030
4,J01,200712,38593
4,J01,200801,34286
4,J01,200802,39563
4,J01,200803,37902
4,J01,200804,38199
4,J01,200805,32281
4,J01,200806,24210
4,J01,200807,17095
4,J01,200808,16063
4,J01,200809,25071
4,J01,200810,34360
4,J01,200811,34750
4,J01,200812,48591
4,J01,200901,36847
4,J01,200902,29502
4,J01,200903,37463
4,J01,200904,40559
4,J01,200905,30624
4,J01,200906,23502
4,J01,200907,18000
4,J01,200908,21103
4,J01,200909,32170
4,J01,200910,38393
4,J01,200911,38989
4,J01,200912,38473
4,J01,201001,33226
4,J01,201002,29742
4,J01,201003,40339
4,J01,201004,45150
4,J01,201005,33883
4,J01,201006,26709
4,J01,201007,19449
4,J01,201008,16305
4,J01,201009,27906
4,J01,201010,37959
4,J01,201011,41214
4,J01,201012,42886
4,J01,201101,33486
4,J01,201102,28935
4,J01,201103,37583
4,J01,201104,36547
4,J01,201105,29451
4,J01,201106,21613
4,J01,201107,16185
4,J01,201108,18226
4,J01,201109,27906
4,J01,201110,32318
4,J01,201111,31034
4,J01,201112,41934
4,J01,201201,36435
4,J01,201202,36761
4,J01,201203,39908
4,J01,201204,39404
4,J01,201205,33749
4,J01,201206,21301
4,J01,201207,16341
4,J01,201208,16504
4,J01,201209,31728
4,J01,201210,38843
4,J01,201211,39869
4,J01,201212,38284
4,J01,201301,36147
4,J01,201302,38535
4,J01,201303,40241
4,J01,201304,42538
4,J01,201305,33700
4,J01,201306,22468
4,J01,201307,18828
4,J01,201308,19288
4,J01,201309,31191
4,J01,201310,35588
4,J01,201311,38961
4,J01,201312,38054
