RVSN_Group,merged_symptom,MDCARE_YM,COUNT
1,J01,200401,75372
1,J01,200402,69079
1,J01,200403,100727
1,J01,200404,101604
1,J01,200405,90486
1,J01,200406,71247
1,J01,200407,55007
1,J01,200408,48423
1,J01,200409,81380
1,J01,200410,97274
1,J01,200411,98871
1,J01,200412,104196
1,J01,200501,80771
1,J01,200502,63861
1,J01,200503,96435
1,J01,200504,113862
1,J01,200505,104167
1,J01,200506,72189
1,J01,200507,56370
1,J01,200508,54462
1,J01,200509,87147
1,J01,200510,114999
1,J01,200511,117031
1,J01,200512,147424
1,J01,200601,99077
1,J01,200602,77578
1,J01,200603,93796
1,J01,200604,102614
1,J01,200605,84526
1,J01,200606,65769
1,J01,200607,47787
1,J01,200608,45775
1,J01,200609,87186
1,J01,200610,78248
1,J01,200611,99576
1,J01,200612,103811
1,J01,200701,89696
1,J01,200702,71591
1,J01,200703,85395
1,J01,200704,99624
1,J01,200705,82243
1,J01,200706,88955
1,J01,200707,85893
1,J01,200708,72301
1,J01,200709,133570
1,J01,200710,174337
1,J01,200711,195805
1,J01,200712,200644
1,J01,200801,160562
1,J01,200802,163224
1,J01,200803,172567
1,J01,200804,184694
1,J01,200805,161471
1,J01,200806,126530
1,J01,200807,86457
1,J01,200808,79005
1,J01,200809,127235
1,J01,200810,165563
1,J01,200811,181060
1,J01,200812,226112
1,J01,200901,158605
1,J01,200902,132840
1,J01,200903,178316
1,J01,200904,205491
1,J01,200905,154006
1,J01,200906,118629
1,J01,200907,95137
1,J01,200908,99548
1,J01,200909,178708
1,J01,200910,200045
1,J01,200911,189605
1,J01,200912,189654
1,J01,201001,148140
1,J01,201002,137322
1,J01,201003,203013
1,J01,201004,233733
1,J01,201005,191888
1,J01,201006,142994
1,J01,201007,109420
1,J01,201008,87233
1,J01,201009,150739
1,J01,201010,197263
1,J01,201011,214528
1,J01,201012,221537
1,J01,201101,160628
1,J01,201102,137423
1,J01,201103,192967
1,J01,201104,188596
1,J01,201105,168261
1,J01,201106,123073
1,J01,201107,95086
1,J01,201108,102378
1,J01,201109,163387
1,J01,201110,197791
1,J01,201111,188868
1,J01,201112,208341
1,J01,201201,180290
1,J01,201202,182589
1,J01,201203,211245
1,J01,201204,206783
1,J01,201205,184354
1,J01,201206,119639
1,J01,201207,96820
1,J01,201208,92439
1,J01,201209,173109
1,J01,201210,188833
1,J01,201211,207666
1,J01,201212,183230
1,J01,201301,175098
1,J01,201302,175130
1,J01,201303,211907
1,J01,201304,222106
1,J01,201305,183045
1,J01,201306,129951
1,J01,201307,108030
1,J01,201308,110211
1,J01,201309,175901
1,J01,201310,194242
1,J01,201311,214169
1,J01,201312,195892
