RVSN_Group,merged_symptom,MDCARE_YM,COUNT
2,J00,200401,4071
2,J00,200402,3631
2,J00,200403,5682
2,J00,200404,4601
2,J00,200405,3871
2,J00,200406,3052
2,J00,200407,2495
2,J00,200408,2386
2,J00,200409,3610
2,J00,200410,4634
2,J00,200411,4586
2,J00,200412,4980
2,J00,200501,3606
2,J00,200502,2727
2,J00,200503,4021
2,J00,200504,4526
2,J00,200505,4455
2,J00,200506,2893
2,J00,200507,2147
2,J00,200508,2152
2,J00,200509,3399
2,J00,200510,4492
2,J00,200511,4836
2,J00,200512,6438
2,J00,200601,5066
2,J00,200602,4129
2,J00,200603,5164
2,J00,200604,5218
2,J00,200605,4733
2,J00,200606,3621
2,J00,200607,2675
2,J00,200608,2467
2,J00,200609,4711
2,J00,200610,4291
2,J00,200611,5090
2,J00,200612,5372
2,J00,200701,5888
2,J00,200702,3753
2,J00,200703,4471
2,J00,200704,4937
2,J00,200705,4319
2,J00,200706,3762
2,J00,200707,3434
2,J00,200708,3056
2,J00,200709,5421
2,J00,200710,6131
2,J00,200711,6317
2,J00,200712,6996
2,J00,200801,7082
2,J00,200802,7006
2,J00,200803,7110
2,J00,200804,6050
2,J00,200805,5820
2,J00,200806,4466
2,J00,200807,3207
2,J00,200808,3224
2,J00,200809,4572
2,J00,200810,5519
2,J00,200811,5375
2,J00,200812,7475
2,J00,200901,7083
2,J00,200902,4560
2,J00,200903,5816
2,J00,200904,6767
2,J00,200905,5690
2,J00,200906,4376
2,J00,200907,3684
2,J00,200908,4203
2,J00,200909,7134
2,J00,200910,8506
2,J00,200911,8339
2,J00,200912,6994
2,J00,201001,6112
2,J00,201002,5124
2,J00,201003,6945
2,J00,201004,7946
2,J00,201005,6194
2,J00,201006,5012
2,J00,201007,3940
2,J00,201008,3323
2,J00,201009,5738
2,J00,201010,7197
2,J00,201011,6900
2,J00,201012,7637
2,J00,201101,6563
2,J00,201102,4762
2,J00,201103,7121
2,J00,201104,6146
2,J00,201105,5686
2,J00,201106,4700
2,J00,201107,3414
2,J00,201108,3857
2,J00,201109,6288
2,J00,201110,6443
2,J00,201111,6658
2,J00,201112,8115
2,J00,201201,7904
2,J00,201202,7522
2,J00,201203,8209
2,J00,201204,7790
2,J00,201205,6553
2,J00,201206,4826
2,J00,201207,4256
2,J00,201208,4003
2,J00,201209,6418
2,J00,201210,7439
2,J00,201211,7409
2,J00,201212,7045
2,J00,201301,7645
2,J00,201302,7057
2,J00,201303,8527
2,J00,201304,8201
2,J00,201305,6744
2,J00,201306,5000
2,J00,201307,4468
2,J00,201308,4292
2,J00,201309,6525
2,J00,201310,7618
2,J00,201311,7757
2,J00,201312,7063
