RVSN_Group,merged_symptom,MDCARE_YM,COUNT
3,J01,200401,14526
3,J01,200402,13649
3,J01,200403,17894
3,J01,200404,17359
3,J01,200405,15488
3,J01,200406,12334
3,J01,200407,9342
3,J01,200408,8663
3,J01,200409,14498
3,J01,200410,18120
3,J01,200411,18443
3,J01,200412,19305
3,J01,200501,14806
3,J01,200502,12690
3,J01,200503,17932
3,J01,200504,19812
3,J01,200505,18238
3,J01,200506,12568
3,J01,200507,9693
3,J01,200508,9363
3,J01,200509,15295
3,J01,200510,20876
3,J01,200511,20927
3,J01,200512,25862
3,J01,200601,18680
3,J01,200602,15314
3,J01,200603,17320
3,J01,200604,18486
3,J01,200605,15788
3,J01,200606,11430
3,J01,200607,8942
3,J01,200608,8184
3,J01,200609,15834
3,J01,200610,13982
3,J01,200611,16472
3,J01,200612,16841
3,J01,200701,16575
3,J01,200702,12648
3,J01,200703,14838
3,J01,200704,17012
3,J01,200705,14128
3,J01,200706,14536
3,J01,200707,13467
3,J01,200708,11438
3,J01,200709,21399
3,J01,200710,28593
3,J01,200711,31453
3,J01,200712,31129
3,J01,200801,28341
3,J01,200802,29503
3,J01,200803,31894
3,J01,200804,32937
3,J01,200805,28225
3,J01,200806,21307
3,J01,200807,14316
3,J01,200808,13920
3,J01,200809,22870
3,J01,200810,29856
3,J01,200811,30346
3,J01,200812,37699
3,J01,200901,31726
3,J01,200902,25183
3,J01,200903,32852
3,J01,200904,36711
3,J01,200905,28154
3,J01,200906,21412
3,J01,200907,16790
3,J01,200908,19328
3,J01,200909,32607
3,J01,200910,38848
3,J01,200911,33122
3,J01,200912,34820
3,J01,201001,28871
3,J01,201002,25612
3,J01,201003,35058
3,J01,201004,41943
3,J01,201005,32983
3,J01,201006,25809
3,J01,201007,18545
3,J01,201008,14897
3,J01,201009,26606
3,J01,201010,36012
3,J01,201011,39398
3,J01,201012,39668
3,J01,201101,29035
3,J01,201102,25348
3,J01,201103,34894
3,J01,201104,34618
3,J01,201105,29476
3,J01,201106,21297
3,J01,201107,14688
3,J01,201108,16241
3,J01,201109,27204
3,J01,201110,31383
3,J01,201111,30359
3,J01,201112,37594
3,J01,201201,31795
3,J01,201202,30710
3,J01,201203,34926
3,J01,201204,33802
3,J01,201205,30009
3,J01,201206,19758
3,J01,201207,15319
3,J01,201208,14772
3,J01,201209,29877
3,J01,201210,33625
3,J01,201211,36769
3,J01,201212,32018
3,J01,201301,30195
3,J01,201302,31866
3,J01,201303,36660
3,J01,201304,39572
3,J01,201305,31176
3,J01,201306,21403
3,J01,201307,17326
3,J01,201308,17649
3,J01,201309,29740
3,J01,201310,33583
3,J01,201311,37955
3,J01,201312,33453
