CTRB_Group,merged_symptom,MDCARE_YM,COUNT
2,J05,200401,984
2,J05,200402,985
2,J05,200403,1663
2,J05,200404,1390
2,J05,200405,1161
2,J05,200406,994
2,J05,200407,879
2,J05,200408,684
2,J05,200409,974
2,J05,200410,1173
2,J05,200411,1123
2,J05,200412,1181
2,J05,200501,929
2,J05,200502,798
2,J05,200503,1243
2,J05,200504,1525
2,J05,200505,1363
2,J05,200506,902
2,J05,200507,710
2,J05,200508,625
2,J05,200509,1001
2,J05,200510,1235
2,J05,200511,1303
2,J05,200512,1508
2,J05,200601,1095
2,J05,200602,900
2,J05,200603,1030
2,J05,200604,1293
2,J05,200605,1249
2,J05,200606,896
2,J05,200607,817
2,J05,200608,817
2,J05,200609,1099
2,J05,200610,1005
2,J05,200611,1177
2,J05,200612,1297
2,J05,200701,1201
2,J05,200702,866
2,J05,200703,952
2,J05,200704,1296
2,J05,200705,1173
2,J05,200706,1431
2,J05,200707,1263
2,J05,200708,1177
2,J05,200709,1731
2,J05,200710,1998
2,J05,200711,1981
2,J05,200712,1961
2,J05,200801,1731
2,J05,200802,1839
2,J05,200803,1792
2,J05,200804,1742
2,J05,200805,1869
2,J05,200806,1470
2,J05,200807,1072
2,J05,200808,946
2,J05,200809,1516
2,J05,200810,1933
2,J05,200811,1987
2,J05,200812,2702
2,J05,200901,1996
2,J05,200902,1388
2,J05,200903,1730
2,J05,200904,2227
2,J05,200905,1759
2,J05,200906,1556
2,J05,200907,1258
2,J05,200908,1276
2,J05,200909,1981
2,J05,200910,2059
2,J05,200911,1936
2,J05,200912,1834
2,J05,201001,1316
2,J05,201002,1215
2,J05,201003,1788
2,J05,201004,2498
2,J05,201005,2025
2,J05,201006,1743
2,J05,201007,1462
2,J05,201008,1246
2,J05,201009,1724
2,J05,201010,2166
2,J05,201011,2142
2,J05,201012,2044
2,J05,201101,1382
2,J05,201102,1024
2,J05,201103,1399
2,J05,201104,1645
2,J05,201105,1840
2,J05,201106,1472
2,J05,201107,1258
2,J05,201108,1316
2,J05,201109,1654
2,J05,201110,1887
2,J05,201111,1835
2,J05,201112,2169
2,J05,201201,1681
2,J05,201202,1643
2,J05,201203,2020
2,J05,201204,2141
2,J05,201205,1982
2,J05,201206,1286
2,J05,201207,1701
2,J05,201208,1589
2,J05,201209,1749
2,J05,201210,1589
2,J05,201211,1854
2,J05,201212,1395
2,J05,201301,1556
2,J05,201302,1873
2,J05,201303,2046
2,J05,201304,1853
2,J05,201305,1774
2,J05,201306,1312
2,J05,201307,1393
2,J05,201308,1437
2,J05,201309,1667
2,J05,201310,1721
2,J05,201311,1692
2,J05,201312,1475
