CTRB_Group,merged_symptom,MDCARE_YM,COUNT
2,J06,200401,57399
2,J06,200402,52264
2,J06,200403,80733
2,J06,200404,71341
2,J06,200405,57586
2,J06,200406,46935
2,J06,200407,38685
2,J06,200408,36964
2,J06,200409,57083
2,J06,200410,70266
2,J06,200411,65927
2,J06,200412,71455
2,J06,200501,56773
2,J06,200502,44137
2,J06,200503,62584
2,J06,200504,72841
2,J06,200505,66178
2,J06,200506,45029
2,J06,200507,36966
2,J06,200508,35100
2,J06,200509,51122
2,J06,200510,69130
2,J06,200511,68993
2,J06,200512,89966
2,J06,200601,68366
2,J06,200602,55010
2,J06,200603,66636
2,J06,200604,72229
2,J06,200605,62373
2,J06,200606,45919
2,J06,200607,35821
2,J06,200608,33915
2,J06,200609,58528
2,J06,200610,56252
2,J06,200611,68514
2,J06,200612,75016
2,J06,200701,77580
2,J06,200702,51138
2,J06,200703,59010
2,J06,200704,67591
2,J06,200705,58292
2,J06,200706,54332
2,J06,200707,53225
2,J06,200708,46680
2,J06,200709,78607
2,J06,200710,94239
2,J06,200711,101736
2,J06,200712,110252
2,J06,200801,101999
2,J06,200802,108795
2,J06,200803,103284
2,J06,200804,93737
2,J06,200805,83467
2,J06,200806,67615
2,J06,200807,52943
2,J06,200808,47242
2,J06,200809,70139
2,J06,200810,89626
2,J06,200811,91017
2,J06,200812,127964
2,J06,200901,106439
2,J06,200902,68037
2,J06,200903,88020
2,J06,200904,107947
2,J06,200905,86255
2,J06,200906,68273
2,J06,200907,56956
2,J06,200908,65576
2,J06,200909,110158
2,J06,200910,132614
2,J06,200911,142779
2,J06,200912,118879
2,J06,201001,91819
2,J06,201002,76462
2,J06,201003,99414
2,J06,201004,121220
2,J06,201005,98976
2,J06,201006,75996
2,J06,201007,60418
2,J06,201008,51762
2,J06,201009,87871
2,J06,201010,108039
2,J06,201011,105242
2,J06,201012,126799
2,J06,201101,108345
2,J06,201102,81029
2,J06,201103,106071
2,J06,201104,99281
2,J06,201105,89928
2,J06,201106,70703
2,J06,201107,56738
2,J06,201108,59709
2,J06,201109,90213
2,J06,201110,101547
2,J06,201111,101104
2,J06,201112,118070
2,J06,201201,116482
2,J06,201202,116469
2,J06,201203,122288
2,J06,201204,114249
2,J06,201205,99081
2,J06,201206,70688
2,J06,201207,58844
2,J06,201208,55898
2,J06,201209,90107
2,J06,201210,108223
2,J06,201211,103924
2,J06,201212,96940
2,J06,201301,105008
2,J06,201302,103727
2,J06,201303,114983
2,J06,201304,112305
2,J06,201305,92485
2,J06,201306,67560
2,J06,201307,60520
2,J06,201308,61724
2,J06,201309,90256
2,J06,201310,101844
2,J06,201311,107562
2,J06,201312,100360
