CTRB_Group,merged_symptom,MDCARE_YM,COUNT
1,J02,200401,8270
1,J02,200402,7554
1,J02,200403,11620
1,J02,200404,10690
1,J02,200405,8653
1,J02,200406,7314
1,J02,200407,6013
1,J02,200408,5821
1,J02,200409,8820
1,J02,200410,10786
1,J02,200411,9934
1,J02,200412,10659
1,J02,200501,11741
1,J02,200502,8954
1,J02,200503,13144
1,J02,200504,15690
1,J02,200505,14225
1,J02,200506,10169
1,J02,200507,8443
1,J02,200508,8016
1,J02,200509,11025
1,J02,200510,14243
1,J02,200511,15037
1,J02,200512,25246
1,J02,200601,21348
1,J02,200602,17149
1,J02,200603,20435
1,J02,200604,23277
1,J02,200605,20048
1,J02,200606,15017
1,J02,200607,11600
1,J02,200608,10758
1,J02,200609,17470
1,J02,200610,15940
1,J02,200611,18083
1,J02,200612,20572
1,J02,200701,20280
1,J02,200702,13902
1,J02,200703,16166
1,J02,200704,18969
1,J02,200705,16160
1,J02,200706,16075
1,J02,200707,15553
1,J02,200708,13793
1,J02,200709,21814
1,J02,200710,24909
1,J02,200711,25015
1,J02,200712,28192
1,J02,200801,25550
1,J02,200802,27515
1,J02,200803,26607
1,J02,200804,24348
1,J02,200805,22014
1,J02,200806,18528
1,J02,200807,14980
1,J02,200808,13029
1,J02,200809,18583
1,J02,200810,22078
1,J02,200811,21416
1,J02,200812,30997
1,J02,200901,25129
1,J02,200902,17300
1,J02,200903,22716
1,J02,200904,27424
1,J02,200905,21958
1,J02,200906,18278
1,J02,200907,15442
1,J02,200908,16983
1,J02,200909,28913
1,J02,200910,33726
1,J02,200911,34744
1,J02,200912,28110
1,J02,201001,24577
1,J02,201002,21201
1,J02,201003,29400
1,J02,201004,35871
1,J02,201005,28393
1,J02,201006,22008
1,J02,201007,17784
1,J02,201008,15598
1,J02,201009,25730
1,J02,201010,30072
1,J02,201011,29405
1,J02,201012,33735
1,J02,201101,26418
1,J02,201102,20354
1,J02,201103,27170
1,J02,201104,25940
1,J02,201105,23736
1,J02,201106,18642
1,J02,201107,15778
1,J02,201108,16004
1,J02,201109,24376
1,J02,201110,26054
1,J02,201111,25465
1,J02,201112,30010
1,J02,201201,29219
1,J02,201202,29410
1,J02,201203,31809
1,J02,201204,29837
1,J02,201205,24846
1,J02,201206,18233
1,J02,201207,16064
1,J02,201208,14868
1,J02,201209,23909
1,J02,201210,25934
1,J02,201211,26056
1,J02,201212,23087
1,J02,201301,25786
1,J02,201302,25703
1,J02,201303,28604
1,J02,201304,28258
1,J02,201305,23440
1,J02,201306,18334
1,J02,201307,16580
1,J02,201308,16366
1,J02,201309,22659
1,J02,201310,25510
1,J02,201311,25720
1,J02,201312,24033
