CTRB_Group,merged_symptom,MDCARE_YM,COUNT
3,J01,200401,60750
3,J01,200402,57085
3,J01,200403,79366
3,J01,200404,77527
3,J01,200405,68728
3,J01,200406,55355
3,J01,200407,42580
3,J01,200408,37453
3,J01,200409,63276
3,J01,200410,77946
3,J01,200411,78190
3,J01,200412,82155
3,J01,200501,61154
3,J01,200502,52297
3,J01,200503,76870
3,J01,200504,87347
3,J01,200505,78661
3,J01,200506,54244
3,J01,200507,42476
3,J01,200508,41201
3,J01,200509,66039
3,J01,200510,89356
3,J01,200511,91561
3,J01,200512,108571
3,J01,200601,73404
3,J01,200602,60554
3,J01,200603,69723
3,J01,200604,74919
3,J01,200605,63279
3,J01,200606,47330
3,J01,200607,35252
3,J01,200608,33637
3,J01,200609,64592
3,J01,200610,57933
3,J01,200611,71386
3,J01,200612,73574
3,J01,200701,63737
3,J01,200702,53181
3,J01,200703,63337
3,J01,200704,71585
3,J01,200705,59680
3,J01,200706,64224
3,J01,200707,61027
3,J01,200708,50192
3,J01,200709,92751
3,J01,200710,124544
3,J01,200711,140892
3,J01,200712,139616
3,J01,200801,113106
3,J01,200802,119434
3,J01,200803,125050
3,J01,200804,131763
3,J01,200805,114428
3,J01,200806,87938
3,J01,200807,60125
3,J01,200808,54996
3,J01,200809,88428
3,J01,200810,118981
3,J01,200811,127342
3,J01,200812,160644
3,J01,200901,115665
3,J01,200902,97209
3,J01,200903,128081
3,J01,200904,143018
3,J01,200905,108177
3,J01,200906,81760
3,J01,200907,65142
3,J01,200908,70993
3,J01,200909,122083
3,J01,200910,141129
3,J01,200911,131983
3,J01,200912,133945
3,J01,201001,103310
3,J01,201002,97392
3,J01,201003,138284
3,J01,201004,159853
3,J01,201005,128832
3,J01,201006,98027
3,J01,201007,74156
3,J01,201008,58415
3,J01,201009,101148
3,J01,201010,135586
3,J01,201011,151043
3,J01,201012,153113
3,J01,201101,109026
3,J01,201102,92391
3,J01,201103,130187
3,J01,201104,129817
3,J01,201105,113234
3,J01,201106,83850
3,J01,201107,63527
3,J01,201108,68465
3,J01,201109,107481
3,J01,201110,131174
3,J01,201111,126793
3,J01,201112,148007
3,J01,201201,122644
3,J01,201202,126457
3,J01,201203,142707
3,J01,201204,140868
3,J01,201205,124254
3,J01,201206,80873
3,J01,201207,65480
3,J01,201208,62876
3,J01,201209,116693
3,J01,201210,134115
3,J01,201211,145129
3,J01,201212,129034
3,J01,201301,116417
3,J01,201302,122682
3,J01,201303,141624
3,J01,201304,148976
3,J01,201305,121159
3,J01,201306,86007
3,J01,201307,71355
3,J01,201308,72182
3,J01,201309,116260
3,J01,201310,133072
3,J01,201311,147688
3,J01,201312,134763
