CTRB_Group,merged_symptom,MDCARE_YM,COUNT
4,J01,200401,41674
4,J01,200402,38207
4,J01,200403,54146
4,J01,200404,52450
4,J01,200405,45707
4,J01,200406,36055
4,J01,200407,27120
4,J01,200408,24965
4,J01,200409,42352
4,J01,200410,49925
4,J01,200411,51773
4,J01,200412,55545
4,J01,200501,44924
4,J01,200502,37129
4,J01,200503,54212
4,J01,200504,61999
4,J01,200505,54693
4,J01,200506,37588
4,J01,200507,28999
4,J01,200508,28700
4,J01,200509,45445
4,J01,200510,59290
4,J01,200511,62538
4,J01,200512,78138
4,J01,200601,53138
4,J01,200602,42832
4,J01,200603,49584
4,J01,200604,54053
4,J01,200605,44418
4,J01,200606,32340
4,J01,200607,24295
4,J01,200608,22616
4,J01,200609,43776
4,J01,200610,37869
4,J01,200611,48822
4,J01,200612,51216
4,J01,200701,49571
4,J01,200702,40063
4,J01,200703,47396
4,J01,200704,54097
4,J01,200705,44122
4,J01,200706,45081
4,J01,200707,43920
4,J01,200708,36911
4,J01,200709,68166
4,J01,200710,86797
4,J01,200711,99578
4,J01,200712,103301
4,J01,200801,88868
4,J01,200802,92565
4,J01,200803,95405
4,J01,200804,101412
4,J01,200805,84648
4,J01,200806,65549
4,J01,200807,43840
4,J01,200808,41664
4,J01,200809,67269
4,J01,200810,84818
4,J01,200811,92970
4,J01,200812,121681
4,J01,200901,89699
4,J01,200902,72939
4,J01,200903,95373
4,J01,200904,111360
4,J01,200905,81030
4,J01,200906,61180
4,J01,200907,48197
4,J01,200908,53131
4,J01,200909,91311
4,J01,200910,103805
4,J01,200911,96382
4,J01,200912,97946
4,J01,201001,85573
4,J01,201002,79313
4,J01,201003,113090
4,J01,201004,131724
4,J01,201005,104240
4,J01,201006,76989
4,J01,201007,57002
4,J01,201008,46239
4,J01,201009,82336
4,J01,201010,105520
4,J01,201011,116799
4,J01,201012,121508
4,J01,201101,88943
4,J01,201102,76531
4,J01,201103,106674
4,J01,201104,105309
4,J01,201105,90394
4,J01,201106,66926
4,J01,201107,50412
4,J01,201108,54267
4,J01,201109,88242
4,J01,201110,102021
4,J01,201111,99779
4,J01,201112,117121
4,J01,201201,103604
4,J01,201202,104942
4,J01,201203,118875
4,J01,201204,115565
4,J01,201205,100971
4,J01,201206,65480
4,J01,201207,51463
4,J01,201208,49187
4,J01,201209,94316
4,J01,201210,103822
4,J01,201211,113026
4,J01,201212,100434
4,J01,201301,98551
4,J01,201302,102464
4,J01,201303,117730
4,J01,201304,125178
4,J01,201305,99770
4,J01,201306,68374
4,J01,201307,57139
4,J01,201308,58400
4,J01,201309,95213
4,J01,201310,104083
4,J01,201311,116515
4,J01,201312,107712
