CTRB_Group,merged_symptom,MDCARE_YM,COUNT
2,J00,200401,48207
2,J00,200402,43413
2,J00,200403,63340
2,J00,200404,54904
2,J00,200405,44259
2,J00,200406,35152
2,J00,200407,28049
2,J00,200408,27383
2,J00,200409,43982
2,J00,200410,56503
2,J00,200411,52452
2,J00,200412,56228
2,J00,200501,44692
2,J00,200502,34686
2,J00,200503,48816
2,J00,200504,54933
2,J00,200505,48793
2,J00,200506,32771
2,J00,200507,26292
2,J00,200508,25637
2,J00,200509,38507
2,J00,200510,52995
2,J00,200511,53421
2,J00,200512,69177
2,J00,200601,53762
2,J00,200602,44977
2,J00,200603,53629
2,J00,200604,55606
2,J00,200605,46630
2,J00,200606,34715
2,J00,200607,26743
2,J00,200608,25274
2,J00,200609,45329
2,J00,200610,44157
2,J00,200611,53394
2,J00,200612,57264
2,J00,200701,57000
2,J00,200702,37488
2,J00,200703,42714
2,J00,200704,46926
2,J00,200705,39300
2,J00,200706,36151
2,J00,200707,34997
2,J00,200708,30677
2,J00,200709,53563
2,J00,200710,65130
2,J00,200711,71371
2,J00,200712,77002
2,J00,200801,71233
2,J00,200802,73118
2,J00,200803,68847
2,J00,200804,61401
2,J00,200805,53536
2,J00,200806,43757
2,J00,200807,33215
2,J00,200808,30196
2,J00,200809,45596
2,J00,200810,59661
2,J00,200811,61160
2,J00,200812,83661
2,J00,200901,71270
2,J00,200902,45161
2,J00,200903,58351
2,J00,200904,69951
2,J00,200905,55596
2,J00,200906,43138
2,J00,200907,35641
2,J00,200908,41461
2,J00,200909,71216
2,J00,200910,86248
2,J00,200911,90842
2,J00,200912,77941
2,J00,201001,62327
2,J00,201002,51614
2,J00,201003,64633
2,J00,201004,75773
2,J00,201005,60310
2,J00,201006,46405
2,J00,201007,36080
2,J00,201008,31541
2,J00,201009,55249
2,J00,201010,70107
2,J00,201011,68864
2,J00,201012,80968
2,J00,201101,69626
2,J00,201102,53176
2,J00,201103,71297
2,J00,201104,65203
2,J00,201105,57942
2,J00,201106,45428
2,J00,201107,36387
2,J00,201108,38733
2,J00,201109,60143
2,J00,201110,69918
2,J00,201111,68512
2,J00,201112,82652
2,J00,201201,78588
2,J00,201202,78334
2,J00,201203,81570
2,J00,201204,75232
2,J00,201205,65091
2,J00,201206,48206
2,J00,201207,41661
2,J00,201208,40425
2,J00,201209,66211
2,J00,201210,79758
2,J00,201211,78091
2,J00,201212,73244
2,J00,201301,77338
2,J00,201302,75584
2,J00,201303,82800
2,J00,201304,80742
2,J00,201305,66309
2,J00,201306,48881
2,J00,201307,43351
2,J00,201308,43313
2,J00,201309,65537
2,J00,201310,75254
2,J00,201311,78247
2,J00,201312,73511
