CTRB_Group,merged_symptom,MDCARE_YM,COUNT
4,J03,200401,69408
4,J03,200402,67908
4,J03,200403,109543
4,J03,200404,95852
4,J03,200405,80897
4,J03,200406,71247
4,J03,200407,62956
4,J03,200408,55326
4,J03,200409,85073
4,J03,200410,90368
4,J03,200411,87790
4,J03,200412,95805
4,J03,200501,78499
4,J03,200502,62385
4,J03,200503,92243
4,J03,200504,114079
4,J03,200505,108120
4,J03,200506,80033
4,J03,200507,70851
4,J03,200508,63020
4,J03,200509,82745
4,J03,200510,95212
4,J03,200511,98794
4,J03,200512,134009
4,J03,200601,87482
4,J03,200602,65909
4,J03,200603,81031
4,J03,200604,105514
4,J03,200605,87767
4,J03,200606,67602
4,J03,200607,57251
4,J03,200608,49238
4,J03,200609,75887
4,J03,200610,66006
4,J03,200611,80458
4,J03,200612,89461
4,J03,200701,91517
4,J03,200702,63984
4,J03,200703,75737
4,J03,200704,93149
4,J03,200705,82634
4,J03,200706,83887
4,J03,200707,90527
4,J03,200708,75914
4,J03,200709,112618
4,J03,200710,119754
4,J03,200711,127316
4,J03,200712,143697
4,J03,200801,128858
4,J03,200802,144241
4,J03,200803,140645
4,J03,200804,137065
4,J03,200805,125185
4,J03,200806,112754
4,J03,200807,93343
4,J03,200808,73685
4,J03,200809,96806
4,J03,200810,113019
4,J03,200811,117516
4,J03,200812,179608
4,J03,200901,131682
4,J03,200902,86788
4,J03,200903,122132
4,J03,200904,165213
4,J03,200905,126004
4,J03,200906,106927
4,J03,200907,92157
4,J03,200908,92509
4,J03,200909,144454
4,J03,200910,167608
4,J03,200911,161572
4,J03,200912,128646
4,J03,201001,105825
4,J03,201002,94348
4,J03,201003,141711
4,J03,201004,182312
4,J03,201005,143679
4,J03,201006,116575
4,J03,201007,97532
4,J03,201008,83079
4,J03,201009,126541
4,J03,201010,136932
4,J03,201011,135001
4,J03,201012,160602
4,J03,201101,109041
4,J03,201102,85777
4,J03,201103,117269
4,J03,201104,118611
4,J03,201105,116007
4,J03,201106,98083
4,J03,201107,84300
4,J03,201108,80427
4,J03,201109,110742
4,J03,201110,113865
4,J03,201111,113478
4,J03,201112,126048
4,J03,201201,126460
4,J03,201202,132102
4,J03,201203,147600
4,J03,201204,138156
4,J03,201205,119366
4,J03,201206,95067
4,J03,201207,83384
4,J03,201208,74377
4,J03,201209,107958
4,J03,201210,111355
4,J03,201211,112977
4,J03,201212,103510
4,J03,201301,112785
4,J03,201302,117358
4,J03,201303,130722
4,J03,201304,128888
4,J03,201305,114785
4,J03,201306,99454
4,J03,201307,93662
4,J03,201308,85357
4,J03,201309,110250
4,J03,201310,111342
4,J03,201311,113357
4,J03,201312,107568
