CTRB_Group,merged_symptom,MDCARE_YM,COUNT
3,J06,200401,72607
3,J06,200402,67373
3,J06,200403,104141
3,J06,200404,92546
3,J06,200405,76989
3,J06,200406,61714
3,J06,200407,51495
3,J06,200408,47566
3,J06,200409,75042
3,J06,200410,88092
3,J06,200411,84283
3,J06,200412,89906
3,J06,200501,72076
3,J06,200502,57944
3,J06,200503,82563
3,J06,200504,96760
3,J06,200505,88258
3,J06,200506,61910
3,J06,200507,51214
3,J06,200508,47506
3,J06,200509,69855
3,J06,200510,89971
3,J06,200511,89719
3,J06,200512,116973
3,J06,200601,82006
3,J06,200602,68634
3,J06,200603,83793
3,J06,200604,93847
3,J06,200605,80203
3,J06,200606,58754
3,J06,200607,46928
3,J06,200608,43794
3,J06,200609,75879
3,J06,200610,70480
3,J06,200611,84843
3,J06,200612,91540
3,J06,200701,92649
3,J06,200702,65834
3,J06,200703,76994
3,J06,200704,88109
3,J06,200705,75747
3,J06,200706,72001
3,J06,200707,73111
3,J06,200708,62364
3,J06,200709,105800
3,J06,200710,123617
3,J06,200711,131994
3,J06,200712,140071
3,J06,200801,125494
3,J06,200802,137153
3,J06,200803,133170
3,J06,200804,123411
3,J06,200805,110310
3,J06,200806,91390
3,J06,200807,70811
3,J06,200808,61508
3,J06,200809,90240
3,J06,200810,114619
3,J06,200811,116047
3,J06,200812,161485
3,J06,200901,127352
3,J06,200902,87558
3,J06,200903,115168
3,J06,200904,140227
3,J06,200905,111150
3,J06,200906,89275
3,J06,200907,76393
3,J06,200908,85694
3,J06,200909,139933
3,J06,200910,165832
3,J06,200911,171013
3,J06,200912,143598
3,J06,201001,113402
3,J06,201002,98779
3,J06,201003,134164
3,J06,201004,161104
3,J06,201005,132083
3,J06,201006,103205
3,J06,201007,84267
3,J06,201008,70032
3,J06,201009,115931
3,J06,201010,140495
3,J06,201011,138627
3,J06,201012,161625
3,J06,201101,128899
3,J06,201102,100611
3,J06,201103,135479
3,J06,201104,127755
3,J06,201105,118871
3,J06,201106,94940
3,J06,201107,78014
3,J06,201108,80615
3,J06,201109,118540
3,J06,201110,131909
3,J06,201111,127570
3,J06,201112,149519
3,J06,201201,140966
3,J06,201202,142420
3,J06,201203,154575
3,J06,201204,146347
3,J06,201205,127278
3,J06,201206,92799
3,J06,201207,80744
3,J06,201208,76391
3,J06,201209,120217
3,J06,201210,136503
3,J06,201211,134299
3,J06,201212,122227
3,J06,201301,127151
3,J06,201302,129606
3,J06,201303,144236
3,J06,201304,141810
3,J06,201305,120462
3,J06,201306,93004
3,J06,201307,84506
3,J06,201308,83425
3,J06,201309,119888
3,J06,201310,131320
3,J06,201311,137134
3,J06,201312,126580
