CTRB_Group,merged_symptom,MDCARE_YM,COUNT
1,J03,200401,13852
1,J03,200402,12880
1,J03,200403,20116
1,J03,200404,17995
1,J03,200405,14469
1,J03,200406,13019
1,J03,200407,11148
1,J03,200408,10473
1,J03,200409,15721
1,J03,200410,18398
1,J03,200411,16782
1,J03,200412,18556
1,J03,200501,20724
1,J03,200502,16446
1,J03,200503,22846
1,J03,200504,27965
1,J03,200505,25915
1,J03,200506,18849
1,J03,200507,16330
1,J03,200508,15465
1,J03,200509,20310
1,J03,200510,25298
1,J03,200511,25746
1,J03,200512,45579
1,J03,200601,37639
1,J03,200602,28732
1,J03,200603,34147
1,J03,200604,40998
1,J03,200605,36063
1,J03,200606,27068
1,J03,200607,22186
1,J03,200608,19812
1,J03,200609,30511
1,J03,200610,28217
1,J03,200611,31292
1,J03,200612,36259
1,J03,200701,35697
1,J03,200702,23926
1,J03,200703,27948
1,J03,200704,33826
1,J03,200705,29320
1,J03,200706,30088
1,J03,200707,30505
1,J03,200708,26928
1,J03,200709,40592
1,J03,200710,45389
1,J03,200711,45835
1,J03,200712,51904
1,J03,200801,47542
1,J03,200802,52260
1,J03,200803,50039
1,J03,200804,46440
1,J03,200805,42689
1,J03,200806,37442
1,J03,200807,31052
1,J03,200808,26167
1,J03,200809,34827
1,J03,200810,42048
1,J03,200811,40759
1,J03,200812,60584
1,J03,200901,49385
1,J03,200902,32659
1,J03,200903,44198
1,J03,200904,55030
1,J03,200905,43538
1,J03,200906,36279
1,J03,200907,30593
1,J03,200908,32343
1,J03,200909,51734
1,J03,200910,59967
1,J03,200911,58899
1,J03,200912,47655
1,J03,201001,41069
1,J03,201002,35337
1,J03,201003,50398
1,J03,201004,63417
1,J03,201005,49854
1,J03,201006,39493
1,J03,201007,32681
1,J03,201008,28234
1,J03,201009,44379
1,J03,201010,50641
1,J03,201011,48835
1,J03,201012,56862
1,J03,201101,38775
1,J03,201102,30226
1,J03,201103,40397
1,J03,201104,39509
1,J03,201105,37272
1,J03,201106,30724
1,J03,201107,25336
1,J03,201108,25476
1,J03,201109,34881
1,J03,201110,37221
1,J03,201111,37572
1,J03,201112,41972
1,J03,201201,40713
1,J03,201202,41903
1,J03,201203,45267
1,J03,201204,41779
1,J03,201205,36088
1,J03,201206,26237
1,J03,201207,24049
1,J03,201208,22011
1,J03,201209,31999
1,J03,201210,36517
1,J03,201211,35516
1,J03,201212,32873
1,J03,201301,35868
1,J03,201302,36019
1,J03,201303,40004
1,J03,201304,38590
1,J03,201305,32803
1,J03,201306,26639
1,J03,201307,24888
1,J03,201308,23679
1,J03,201309,30869
1,J03,201310,33592
1,J03,201311,34646
1,J03,201312,32619
