CTRB_Group,merged_symptom,MDCARE_YM,COUNT
4,J02,200401,46239
4,J02,200402,43234
4,J02,200403,69645
4,J02,200404,62611
4,J02,200405,52711
4,J02,200406,43569
4,J02,200407,36334
4,J02,200408,33440
4,J02,200409,52526
4,J02,200410,56234
4,J02,200411,54418
4,J02,200412,59471
4,J02,200501,48380
4,J02,200502,37870
4,J02,200503,56697
4,J02,200504,69146
4,J02,200505,63525
4,J02,200506,45293
4,J02,200507,38336
4,J02,200508,34635
4,J02,200509,48635
4,J02,200510,57786
4,J02,200511,59891
4,J02,200512,78912
4,J02,200601,53966
4,J02,200602,42868
4,J02,200603,53662
4,J02,200604,64062
4,J02,200605,53798
4,J02,200606,40046
4,J02,200607,32350
4,J02,200608,28794
4,J02,200609,47710
4,J02,200610,40570
4,J02,200611,50746
4,J02,200612,55226
4,J02,200701,56210
4,J02,200702,39607
4,J02,200703,47453
4,J02,200704,57295
4,J02,200705,48937
4,J02,200706,48900
4,J02,200707,49866
4,J02,200708,42899
4,J02,200709,67247
4,J02,200710,72277
4,J02,200711,77385
4,J02,200712,85479
4,J02,200801,76777
4,J02,200802,82113
4,J02,200803,82205
4,J02,200804,79512
4,J02,200805,71456
4,J02,200806,61124
4,J02,200807,50028
4,J02,200808,41878
4,J02,200809,58541
4,J02,200810,66925
4,J02,200811,69241
4,J02,200812,100179
4,J02,200901,74853
4,J02,200902,51584
4,J02,200903,71746
4,J02,200904,91825
4,J02,200905,70918
4,J02,200906,59949
4,J02,200907,51783
4,J02,200908,56340
4,J02,200909,92778
4,J02,200910,106987
4,J02,200911,108175
4,J02,200912,85458
4,J02,201001,70569
4,J02,201002,62792
4,J02,201003,93190
4,J02,201004,115806
4,J02,201005,91506
4,J02,201006,72814
4,J02,201007,59454
4,J02,201008,50796
4,J02,201009,82747
4,J02,201010,91611
4,J02,201011,90115
4,J02,201012,105635
4,J02,201101,82730
4,J02,201102,65531
4,J02,201103,91543
4,J02,201104,88560
4,J02,201105,83933
4,J02,201106,68969
4,J02,201107,58577
4,J02,201108,58341
4,J02,201109,85586
4,J02,201110,89697
4,J02,201111,87269
4,J02,201112,99434
4,J02,201201,96590
4,J02,201202,100675
4,J02,201203,114472
4,J02,201204,107269
4,J02,201205,93074
4,J02,201206,70655
4,J02,201207,61367
4,J02,201208,55352
4,J02,201209,86734
4,J02,201210,89539
4,J02,201211,90564
4,J02,201212,81366
4,J02,201301,88652
4,J02,201302,90426
4,J02,201303,103348
4,J02,201304,104506
4,J02,201305,88826
4,J02,201306,73547
4,J02,201307,67756
4,J02,201308,64685
4,J02,201309,88837
4,J02,201310,90275
4,J02,201311,92705
4,J02,201312,86052
