CTRB_Group,merged_symptom,MDCARE_YM,COUNT
3,J00,200401,60055
3,J00,200402,55254
3,J00,200403,81001
3,J00,200404,70306
3,J00,200405,58092
3,J00,200406,46348
3,J00,200407,37303
3,J00,200408,35632
3,J00,200409,57378
3,J00,200410,69082
3,J00,200411,65109
3,J00,200412,70384
3,J00,200501,55295
3,J00,200502,44685
3,J00,200503,64334
3,J00,200504,72059
3,J00,200505,64455
3,J00,200506,43769
3,J00,200507,35769
3,J00,200508,34194
3,J00,200509,51579
3,J00,200510,68622
3,J00,200511,68802
3,J00,200512,87973
3,J00,200601,63902
3,J00,200602,55691
3,J00,200603,67121
3,J00,200604,71279
3,J00,200605,59522
3,J00,200606,43912
3,J00,200607,35138
3,J00,200608,33479
3,J00,200609,59326
3,J00,200610,55026
3,J00,200611,66564
3,J00,200612,69753
3,J00,200701,69151
3,J00,200702,48425
3,J00,200703,55989
3,J00,200704,61047
3,J00,200705,51466
3,J00,200706,48473
3,J00,200707,48711
3,J00,200708,41224
3,J00,200709,71484
3,J00,200710,85979
3,J00,200711,92176
3,J00,200712,97453
3,J00,200801,86958
3,J00,200802,92913
3,J00,200803,88087
3,J00,200804,80002
3,J00,200805,70916
3,J00,200806,57161
3,J00,200807,44295
3,J00,200808,39974
3,J00,200809,59646
3,J00,200810,76864
3,J00,200811,77213
3,J00,200812,104359
3,J00,200901,84089
3,J00,200902,57258
3,J00,200903,75709
3,J00,200904,89212
3,J00,200905,69945
3,J00,200906,55951
3,J00,200907,47171
3,J00,200908,53300
3,J00,200909,89814
3,J00,200910,107323
3,J00,200911,106545
3,J00,200912,93317
3,J00,201001,76602
3,J00,201002,65812
3,J00,201003,87783
3,J00,201004,98833
3,J00,201005,80208
3,J00,201006,62241
3,J00,201007,50556
3,J00,201008,43477
3,J00,201009,73786
3,J00,201010,90697
3,J00,201011,90470
3,J00,201012,101966
3,J00,201101,83995
3,J00,201102,66263
3,J00,201103,90974
3,J00,201104,83920
3,J00,201105,75780
3,J00,201106,60697
3,J00,201107,50704
3,J00,201108,53532
3,J00,201109,80237
3,J00,201110,90204
3,J00,201111,86669
3,J00,201112,103934
3,J00,201201,96530
3,J00,201202,96595
3,J00,201203,105013
3,J00,201204,97800
3,J00,201205,87802
3,J00,201206,68700
3,J00,201207,62364
3,J00,201208,58901
3,J00,201209,95442
3,J00,201210,108344
3,J00,201211,109256
3,J00,201212,98240
3,J00,201301,99972
3,J00,201302,100881
3,J00,201303,113247
3,J00,201304,111697
3,J00,201305,94114
3,J00,201306,73108
3,J00,201307,65504
3,J00,201308,64348
3,J00,201309,94383
3,J00,201310,104556
3,J00,201311,107977
3,J00,201312,100212
