CTRB_Group,merged_symptom,MDCARE_YM,COUNT
1,J01,200401,5981
1,J01,200402,5375
1,J01,200403,7389
1,J01,200404,7071
1,J01,200405,6163
1,J01,200406,5087
1,J01,200407,3663
1,J01,200408,3489
1,J01,200409,5786
1,J01,200410,7465
1,J01,200411,7510
1,J01,200412,8241
1,J01,200501,9041
1,J01,200502,7448
1,J01,200503,10344
1,J01,200504,11989
1,J01,200505,10435
1,J01,200506,7094
1,J01,200507,5366
1,J01,200508,5300
1,J01,200509,8426
1,J01,200510,11792
1,J01,200511,12547
1,J01,200512,21101
1,J01,200601,19066
1,J01,200602,14941
1,J01,200603,16813
1,J01,200604,17976
1,J01,200605,14796
1,J01,200606,10876
1,J01,200607,7944
1,J01,200608,7514
1,J01,200609,14176
1,J01,200610,13096
1,J01,200611,15655
1,J01,200612,17479
1,J01,200701,16530
1,J01,200702,12532
1,J01,200703,14727
1,J01,200704,16149
1,J01,200705,13221
1,J01,200706,13700
1,J01,200707,12946
1,J01,200708,10923
1,J01,200709,19573
1,J01,200710,25853
1,J01,200711,28250
1,J01,200712,30904
1,J01,200801,26961
1,J01,200802,27316
1,J01,200803,27278
1,J01,200804,27247
1,J01,200805,23339
1,J01,200806,18299
1,J01,200807,12778
1,J01,200808,12123
1,J01,200809,18580
1,J01,200810,24722
1,J01,200811,25434
1,J01,200812,34911
1,J01,200901,28022
1,J01,200902,21308
1,J01,200903,26860
1,J01,200904,30615
1,J01,200905,22976
1,J01,200906,17829
1,J01,200907,13569
1,J01,200908,14789
1,J01,200909,25891
1,J01,200910,30597
1,J01,200911,29452
1,J01,200912,29683
1,J01,201001,27491
1,J01,201002,24584
1,J01,201003,32716
1,J01,201004,37303
1,J01,201005,29624
1,J01,201006,22374
1,J01,201007,16142
1,J01,201008,13631
1,J01,201009,23475
1,J01,201010,31003
1,J01,201011,33322
1,J01,201012,35504
1,J01,201101,26042
1,J01,201102,21775
1,J01,201103,29444
1,J01,201104,28113
1,J01,201105,23731
1,J01,201106,17264
1,J01,201107,13079
1,J01,201108,14280
1,J01,201109,22560
1,J01,201110,26435
1,J01,201111,26085
1,J01,201112,31502
1,J01,201201,27890
1,J01,201202,28221
1,J01,201203,30158
1,J01,201204,28913
1,J01,201205,25236
1,J01,201206,15574
1,J01,201207,12953
1,J01,201208,12732
1,J01,201209,22981
1,J01,201210,26856
1,J01,201211,28420
1,J01,201212,26248
1,J01,201301,26558
1,J01,201302,25738
1,J01,201303,29518
1,J01,201304,30994
1,J01,201305,24382
1,J01,201306,16442
1,J01,201307,13953
1,J01,201308,13904
1,J01,201309,22015
1,J01,201310,25261
1,J01,201311,28449
1,J01,201312,26668
