CTRB_Group,merged_symptom,MDCARE_YM,COUNT
4,J04,200401,29636
4,J04,200402,27108
4,J04,200403,44199
4,J04,200404,42041
4,J04,200405,35244
4,J04,200406,27688
4,J04,200407,21877
4,J04,200408,19702
4,J04,200409,31224
4,J04,200410,37377
4,J04,200411,37596
4,J04,200412,41464
4,J04,200501,34497
4,J04,200502,27177
4,J04,200503,40223
4,J04,200504,51762
4,J04,200505,46319
4,J04,200506,31562
4,J04,200507,24571
4,J04,200508,23409
4,J04,200509,33687
4,J04,200510,44135
4,J04,200511,46660
4,J04,200512,60069
4,J04,200601,42835
4,J04,200602,33215
4,J04,200603,42088
4,J04,200604,49716
4,J04,200605,42396
4,J04,200606,30438
4,J04,200607,21825
4,J04,200608,20181
4,J04,200609,35180
4,J04,200610,32124
4,J04,200611,41324
4,J04,200612,46128
4,J04,200701,47909
4,J04,200702,32407
4,J04,200703,38709
4,J04,200704,47982
4,J04,200705,41388
4,J04,200706,40435
4,J04,200707,38143
4,J04,200708,34567
4,J04,200709,57147
4,J04,200710,67081
4,J04,200711,74559
4,J04,200712,81437
4,J04,200801,73576
4,J04,200802,75698
4,J04,200803,77399
4,J04,200804,77154
4,J04,200805,68218
4,J04,200806,54182
4,J04,200807,38253
4,J04,200808,34834
4,J04,200809,52176
4,J04,200810,63917
4,J04,200811,68627
4,J04,200812,99416
4,J04,200901,77404
4,J04,200902,52808
4,J04,200903,71679
4,J04,200904,93360
4,J04,200905,70573
4,J04,200906,55334
4,J04,200907,43957
4,J04,200908,48271
4,J04,200909,80315
4,J04,200910,92234
4,J04,200911,91859
4,J04,200912,82399
4,J04,201001,70501
4,J04,201002,61959
4,J04,201003,88396
4,J04,201004,113315
4,J04,201005,93225
4,J04,201006,70392
4,J04,201007,53072
4,J04,201008,44316
4,J04,201009,75928
4,J04,201010,94306
4,J04,201011,97958
4,J04,201012,112103
4,J04,201101,86681
4,J04,201102,67280
4,J04,201103,91375
4,J04,201104,91858
4,J04,201105,85917
4,J04,201106,65602
4,J04,201107,50749
4,J04,201108,52767
4,J04,201109,83018
4,J04,201110,90499
4,J04,201111,91362
4,J04,201112,103721
4,J04,201201,97040
4,J04,201202,100547
4,J04,201203,110887
4,J04,201204,108747
4,J04,201205,96562
4,J04,201206,65386
4,J04,201207,50849
4,J04,201208,49030
4,J04,201209,85234
4,J04,201210,93446
4,J04,201211,96604
4,J04,201212,85878
4,J04,201301,92722
4,J04,201302,94500
4,J04,201303,109511
4,J04,201304,112803
4,J04,201305,94182
4,J04,201306,66769
4,J04,201307,57810
4,J04,201308,57202
4,J04,201309,90311
4,J04,201310,96783
4,J04,201311,103149
4,J04,201312,96334
