CTRB_Group,merged_symptom,MDCARE_YM,COUNT
3,J03,200401,94448
3,J03,200402,94421
3,J03,200403,147960
3,J03,200404,130912
3,J03,200405,112334
3,J03,200406,101557
3,J03,200407,93780
3,J03,200408,80144
3,J03,200409,115875
3,J03,200410,126539
3,J03,200411,121055
3,J03,200412,131801
3,J03,200501,103187
3,J03,200502,83992
3,J03,200503,122265
3,J03,200504,150954
3,J03,200505,147094
3,J03,200506,111045
3,J03,200507,101110
3,J03,200508,89637
3,J03,200509,115804
3,J03,200510,132730
3,J03,200511,132655
3,J03,200512,178572
3,J03,200601,115299
3,J03,200602,88528
3,J03,200603,105739
3,J03,200604,137155
3,J03,200605,122806
3,J03,200606,93622
3,J03,200607,80708
3,J03,200608,71504
3,J03,200609,104815
3,J03,200610,92495
3,J03,200611,108258
3,J03,200612,119982
3,J03,200701,117899
3,J03,200702,81287
3,J03,200703,94507
3,J03,200704,116511
3,J03,200705,106303
3,J03,200706,113418
3,J03,200707,122923
3,J03,200708,103829
3,J03,200709,148407
3,J03,200710,159480
3,J03,200711,165775
3,J03,200712,182802
3,J03,200801,159912
3,J03,200802,181500
3,J03,200803,174402
3,J03,200804,170860
3,J03,200805,163509
3,J03,200806,148985
3,J03,200807,126684
3,J03,200808,98886
3,J03,200809,128644
3,J03,200810,149903
3,J03,200811,150449
3,J03,200812,222063
3,J03,200901,162864
3,J03,200902,110008
3,J03,200903,152975
3,J03,200904,199550
3,J03,200905,159119
3,J03,200906,137550
3,J03,200907,122895
3,J03,200908,122114
3,J03,200909,182038
3,J03,200910,207720
3,J03,200911,203308
3,J03,200912,164603
3,J03,201001,123614
3,J03,201002,110114
3,J03,201003,158685
3,J03,201004,208518
3,J03,201005,169736
3,J03,201006,142860
3,J03,201007,122620
3,J03,201008,104141
3,J03,201009,154246
3,J03,201010,165849
3,J03,201011,160645
3,J03,201012,188545
3,J03,201101,125974
3,J03,201102,99925
3,J03,201103,135621
3,J03,201104,138552
3,J03,201105,138923
3,J03,201106,117821
3,J03,201107,104680
3,J03,201108,100118
3,J03,201109,131003
3,J03,201110,136001
3,J03,201111,135235
3,J03,201112,149876
3,J03,201201,145245
3,J03,201202,148976
3,J03,201203,165368
3,J03,201204,155715
3,J03,201205,138124
3,J03,201206,114396
3,J03,201207,102568
3,J03,201208,92394
3,J03,201209,127393
3,J03,201210,134724
3,J03,201211,134236
3,J03,201212,122317
3,J03,201301,126829
3,J03,201302,132190
3,J03,201303,145299
3,J03,201304,144365
3,J03,201305,131872
3,J03,201306,118257
3,J03,201307,113045
3,J03,201308,103675
3,J03,201309,126811
3,J03,201310,129948
3,J03,201311,130476
3,J03,201312,123999
