CTRB_Group,merged_symptom,MDCARE_YM,COUNT
2,J02,200401,44437
2,J02,200402,41900
2,J02,200403,64417
2,J02,200404,58783
2,J02,200405,49216
2,J02,200406,42408
2,J02,200407,36754
2,J02,200408,33721
2,J02,200409,49141
2,J02,200410,57444
2,J02,200411,53354
2,J02,200412,57360
2,J02,200501,44854
2,J02,200502,34979
2,J02,200503,50856
2,J02,200504,61874
2,J02,200505,56895
2,J02,200506,41543
2,J02,200507,35892
2,J02,200508,33689
2,J02,200509,44508
2,J02,200510,55570
2,J02,200511,55381
2,J02,200512,71981
2,J02,200601,53914
2,J02,200602,42295
2,J02,200603,51154
2,J02,200604,58451
2,J02,200605,51795
2,J02,200606,39113
2,J02,200607,31663
2,J02,200608,29709
2,J02,200609,46845
2,J02,200610,41978
2,J02,200611,50469
2,J02,200612,54915
2,J02,200701,54527
2,J02,200702,36312
2,J02,200703,42253
2,J02,200704,49846
2,J02,200705,43967
2,J02,200706,43973
2,J02,200707,44605
2,J02,200708,39538
2,J02,200709,60409
2,J02,200710,67671
2,J02,200711,71789
2,J02,200712,76953
2,J02,200801,71182
2,J02,200802,74310
2,J02,200803,72830
2,J02,200804,68292
2,J02,200805,63777
2,J02,200806,54189
2,J02,200807,45039
2,J02,200808,38709
2,J02,200809,53175
2,J02,200810,63660
2,J02,200811,64057
2,J02,200812,90208
2,J02,200901,72828
2,J02,200902,47542
2,J02,200903,63355
2,J02,200904,80242
2,J02,200905,65282
2,J02,200906,54113
2,J02,200907,47547
2,J02,200908,52819
2,J02,200909,86260
2,J02,200910,98120
2,J02,200911,103822
2,J02,200912,83127
2,J02,201001,62005
2,J02,201002,52951
2,J02,201003,72575
2,J02,201004,91981
2,J02,201005,74963
2,J02,201006,60568
2,J02,201007,50004
2,J02,201008,43241
2,J02,201009,68810
2,J02,201010,80514
2,J02,201011,76155
2,J02,201012,90997
2,J02,201101,75359
2,J02,201102,57310
2,J02,201103,76780
2,J02,201104,74013
2,J02,201105,69177
2,J02,201106,56113
2,J02,201107,47711
2,J02,201108,48564
2,J02,201109,70981
2,J02,201110,77730
2,J02,201111,75949
2,J02,201112,87513
2,J02,201201,84086
2,J02,201202,86115
2,J02,201203,93065
2,J02,201204,87845
2,J02,201205,77779
2,J02,201206,57917
2,J02,201207,50545
2,J02,201208,46709
2,J02,201209,72069
2,J02,201210,80327
2,J02,201211,78093
2,J02,201212,70970
2,J02,201301,76363
2,J02,201302,75793
2,J02,201303,84879
2,J02,201304,84233
2,J02,201305,72473
2,J02,201306,58128
2,J02,201307,53671
2,J02,201308,51991
2,J02,201309,72235
2,J02,201310,77298
2,J02,201311,79722
2,J02,201312,73615
