Age_Group,merged_symptom,MDCARE_YM,COUNT
5,J06,200401,28558
5,J06,200402,24001
5,J06,200403,32991
5,J06,200404,30757
5,J06,200405,22463
5,J06,200406,17608
5,J06,200407,13689
5,J06,200408,14644
5,J06,200409,21137
5,J06,200410,30030
5,J06,200411,28529
5,J06,200412,32159
5,J06,200501,32662
5,J06,200502,24688
5,J06,200503,30190
5,J06,200504,34823
5,J06,200505,30808
5,J06,200506,19781
5,J06,200507,14643
5,J06,200508,14390
5,J06,200509,18827
5,J06,200510,30150
5,J06,200511,33004
5,J06,200512,42669
5,J06,200601,41552
5,J06,200602,31179
5,J06,200603,34613
5,J06,200604,32949
5,J06,200605,29922
5,J06,200606,21671
5,J06,200607,14926
5,J06,200608,14055
5,J06,200609,22880
5,J06,200610,26827
5,J06,200611,33347
5,J06,200612,40231
5,J06,200701,48525
5,J06,200702,29963
5,J06,200703,30952
5,J06,200704,34162
5,J06,200705,30233
5,J06,200706,26774
5,J06,200707,24474
5,J06,200708,21532
5,J06,200709,35864
5,J06,200710,44954
5,J06,200711,51931
5,J06,200712,61481
5,J06,200801,64903
5,J06,200802,67982
5,J06,200803,61444
5,J06,200804,49509
5,J06,200805,45231
5,J06,200806,35040
5,J06,200807,24886
5,J06,200808,22319
5,J06,200809,31289
5,J06,200810,43184
5,J06,200811,46557
5,J06,200812,68121
5,J06,200901,70894
5,J06,200902,40362
5,J06,200903,46510
5,J06,200904,57916
5,J06,200905,47626
5,J06,200906,33449
5,J06,200907,25258
5,J06,200908,29526
5,J06,200909,49675
5,J06,200910,59470
5,J06,200911,71249
5,J06,200912,67877
5,J06,201001,67615
5,J06,201002,52154
5,J06,201003,52648
5,J06,201004,63563
5,J06,201005,57297
5,J06,201006,42078
5,J06,201007,30440
5,J06,201008,26517
5,J06,201009,44494
5,J06,201010,61306
5,J06,201011,60455
5,J06,201012,77967
5,J06,201101,80209
5,J06,201102,54917
5,J06,201103,66053
5,J06,201104,59946
5,J06,201105,53466
5,J06,201106,39758
5,J06,201107,28775
5,J06,201108,28476
5,J06,201109,43552
5,J06,201110,53257
5,J06,201111,59457
5,J06,201112,74586
5,J06,201201,81508
5,J06,201202,80829
5,J06,201203,75604
5,J06,201204,70638
5,J06,201205,58696
5,J06,201206,39460
5,J06,201207,28622
5,J06,201208,27634
5,J06,201209,42874
5,J06,201210,62080
5,J06,201211,59875
5,J06,201212,60952
5,J06,201301,75089
5,J06,201302,70114
5,J06,201303,72116
5,J06,201304,69557
5,J06,201305,54609
5,J06,201306,35104
5,J06,201307,29469
5,J06,201308,29673
5,J06,201309,45896
5,J06,201310,56749
5,J06,201311,63847
5,J06,201312,63958
