Age_Group,merged_symptom,MDCARE_YM,COUNT
1,J06,200401,57641
1,J06,200402,57589
1,J06,200403,79721
1,J06,200404,73851
1,J06,200405,70117
1,J06,200406,60520
1,J06,200407,56455
1,J06,200408,47232
1,J06,200409,65858
1,J06,200410,73426
1,J06,200411,68962
1,J06,200412,69524
1,J06,200501,50071
1,J06,200502,45449
1,J06,200503,65343
1,J06,200504,73409
1,J06,200505,73046
1,J06,200506,57238
1,J06,200507,53006
1,J06,200508,46784
1,J06,200509,64459
1,J06,200510,76569
1,J06,200511,70071
1,J06,200512,81300
1,J06,200601,52558
1,J06,200602,52370
1,J06,200603,63523
1,J06,200604,68488
1,J06,200605,66404
1,J06,200606,52608
1,J06,200607,47055
1,J06,200608,44973
1,J06,200609,68136
1,J06,200610,61918
1,J06,200611,66370
1,J06,200612,63946
1,J06,200701,54227
1,J06,200702,49936
1,J06,200703,60387
1,J06,200704,65822
1,J06,200705,61721
1,J06,200706,70891
1,J06,200707,78431
1,J06,200708,63654
1,J06,200709,95401
1,J06,200710,116862
1,J06,200711,112478
1,J06,200712,107956
1,J06,200801,86335
1,J06,200802,97263
1,J06,200803,102086
1,J06,200804,100397
1,J06,200805,99531
1,J06,200806,88370
1,J06,200807,75459
1,J06,200808,61339
1,J06,200809,83254
1,J06,200810,105767
1,J06,200811,100725
1,J06,200812,120172
1,J06,200901,80734
1,J06,200902,74036
1,J06,200903,98406
1,J06,200904,105739
1,J06,200905,91185
1,J06,200906,83701
1,J06,200907,80482
1,J06,200908,82138
1,J06,200909,114506
1,J06,200910,124446
1,J06,200911,108147
1,J06,200912,105343
1,J06,201001,76072
1,J06,201002,74449
1,J06,201003,112874
1,J06,201004,128718
1,J06,201005,114478
1,J06,201006,101098
1,J06,201007,91287
1,J06,201008,73793
1,J06,201009,102436
1,J06,201010,120435
1,J06,201011,119663
1,J06,201012,118538
1,J06,201101,87358
1,J06,201102,79469
1,J06,201103,110508
1,J06,201104,105196
1,J06,201105,105961
1,J06,201106,93080
1,J06,201107,86341
1,J06,201108,86864
1,J06,201109,108695
1,J06,201110,122044
1,J06,201111,106704
1,J06,201112,118453
1,J06,201201,102552
1,J06,201202,104135
1,J06,201203,127425
1,J06,201204,120946
1,J06,201205,114986
1,J06,201206,95071
1,J06,201207,93991
1,J06,201208,84802
1,J06,201209,119110
1,J06,201210,123517
1,J06,201211,124761
1,J06,201212,107820
1,J06,201301,92364
1,J06,201302,98731
1,J06,201303,120291
1,J06,201304,117661
1,J06,201305,111551
1,J06,201306,101896
1,J06,201307,98492
1,J06,201308,94464
1,J06,201309,116295
1,J06,201310,122737
1,J06,201311,121886
1,J06,201312,109794
