Age_Group,merged_symptom,MDCARE_YM,COUNT
4,J01,200401,25245
4,J01,200402,20815
4,J01,200403,29081
4,J01,200404,29813
4,J01,200405,24927
4,J01,200406,19947
4,J01,200407,13912
4,J01,200408,13488
4,J01,200409,23263
4,J01,200410,31789
4,J01,200411,30408
4,J01,200412,33530
4,J01,200501,29576
4,J01,200502,22749
4,J01,200503,31118
4,J01,200504,37680
4,J01,200505,33634
4,J01,200506,21691
4,J01,200507,15458
4,J01,200508,15626
4,J01,200509,24811
4,J01,200510,34756
4,J01,200511,37149
4,J01,200512,53663
4,J01,200601,41326
4,J01,200602,29300
4,J01,200603,31756
4,J01,200604,31061
4,J01,200605,28669
4,J01,200606,21185
4,J01,200607,14272
4,J01,200608,13752
4,J01,200609,27269
4,J01,200610,24922
4,J01,200611,31947
4,J01,200612,37256
4,J01,200701,39068
4,J01,200702,25538
4,J01,200703,27838
4,J01,200704,33073
4,J01,200705,28433
4,J01,200706,25601
4,J01,200707,23285
4,J01,200708,20572
4,J01,200709,39901
4,J01,200710,46531
4,J01,200711,55359
4,J01,200712,62005
4,J01,200801,57358
4,J01,200802,57744
4,J01,200803,53620
4,J01,200804,53541
4,J01,200805,49587
4,J01,200806,37115
4,J01,200807,24668
4,J01,200808,24032
4,J01,200809,41900
4,J01,200810,48600
4,J01,200811,51693
4,J01,200812,72827
4,J01,200901,62761
4,J01,200902,40172
4,J01,200903,48774
4,J01,200904,63524
4,J01,200905,50678
4,J01,200906,35471
4,J01,200907,25636
4,J01,200908,30218
4,J01,200909,54513
4,J01,200910,60215
4,J01,200911,61243
4,J01,200912,63700
4,J01,201001,58955
4,J01,201002,48419
4,J01,201003,52322
4,J01,201004,62988
4,J01,201005,58685
4,J01,201006,44265
4,J01,201007,31105
4,J01,201008,25429
4,J01,201009,47735
4,J01,201010,61699
4,J01,201011,61768
4,J01,201012,70325
4,J01,201101,58240
4,J01,201102,44875
4,J01,201103,59222
4,J01,201104,59524
4,J01,201105,52459
4,J01,201106,37316
4,J01,201107,25790
4,J01,201108,27502
4,J01,201109,49302
4,J01,201110,55001
4,J01,201111,56973
4,J01,201112,69669
4,J01,201201,65097
4,J01,201202,62434
4,J01,201203,62191
4,J01,201204,62667
4,J01,201205,58054
4,J01,201206,36913
4,J01,201207,26361
4,J01,201208,26050
4,J01,201209,51454
4,J01,201210,61791
4,J01,201211,60354
4,J01,201212,57731
4,J01,201301,62097
4,J01,201302,59782
4,J01,201303,64821
4,J01,201304,68426
4,J01,201305,55640
4,J01,201306,36206
4,J01,201307,28709
4,J01,201308,30040
4,J01,201309,54199
4,J01,201310,59828
4,J01,201311,66599
4,J01,201312,61440
