Age_Group,merged_symptom,MDCARE_YM,COUNT
6,J00,200401,18958
6,J00,200402,15778
6,J00,200403,19630
6,J00,200404,18531
6,J00,200405,13564
6,J00,200406,10279
6,J00,200407,8055
6,J00,200408,8275
6,J00,200409,12181
6,J00,200410,17701
6,J00,200411,16747
6,J00,200412,18794
6,J00,200501,19782
6,J00,200502,15888
6,J00,200503,18422
6,J00,200504,20074
6,J00,200505,17257
6,J00,200506,11293
6,J00,200507,8494
6,J00,200508,8236
6,J00,200509,10607
6,J00,200510,17021
6,J00,200511,18729
6,J00,200512,25477
6,J00,200601,27750
6,J00,200602,22615
6,J00,200603,24212
6,J00,200604,22478
6,J00,200605,20168
6,J00,200606,14737
6,J00,200607,10538
6,J00,200608,9684
6,J00,200609,15258
6,J00,200610,17980
6,J00,200611,20903
6,J00,200612,23599
6,J00,200701,28927
6,J00,200702,20781
6,J00,200703,20414
6,J00,200704,21478
6,J00,200705,19099
6,J00,200706,19311
6,J00,200707,18531
6,J00,200708,15936
6,J00,200709,23091
6,J00,200710,31826
6,J00,200711,35422
6,J00,200712,39834
6,J00,200801,44127
6,J00,200802,44334
6,J00,200803,42200
6,J00,200804,34406
6,J00,200805,31320
6,J00,200806,23811
6,J00,200807,17834
6,J00,200808,15743
6,J00,200809,21283
6,J00,200810,29742
6,J00,200811,31976
6,J00,200812,41953
6,J00,200901,46911
6,J00,200902,31294
6,J00,200903,35111
6,J00,200904,41507
6,J00,200905,34811
6,J00,200906,24592
6,J00,200907,19200
6,J00,200908,20166
6,J00,200909,32005
6,J00,200910,38209
6,J00,200911,40641
6,J00,200912,41034
6,J00,201001,45348
6,J00,201002,37969
6,J00,201003,37000
6,J00,201004,41484
6,J00,201005,36928
6,J00,201006,27119
6,J00,201007,20388
6,J00,201008,17516
6,J00,201009,26722
6,J00,201010,38547
6,J00,201011,38525
6,J00,201012,40445
6,J00,201101,47010
6,J00,201102,36862
6,J00,201103,44892
6,J00,201104,40738
6,J00,201105,34798
6,J00,201106,26224
6,J00,201107,19805
6,J00,201108,19390
6,J00,201109,27127
6,J00,201110,33176
6,J00,201111,35918
6,J00,201112,45767
6,J00,201201,53676
6,J00,201202,53502
6,J00,201203,48114
6,J00,201204,43593
6,J00,201205,36974
6,J00,201206,26509
6,J00,201207,21472
6,J00,201208,19644
6,J00,201209,26872
6,J00,201210,38837
6,J00,201211,38887
6,J00,201212,38436
6,J00,201301,49908
6,J00,201302,47039
6,J00,201303,48996
6,J00,201304,45859
6,J00,201305,35900
6,J00,201306,24738
6,J00,201307,21528
6,J00,201308,20158
6,J00,201309,28557
6,J00,201310,36108
6,J00,201311,39383
6,J00,201312,40692
