Age_Group,merged_symptom,MDCARE_YM,COUNT
1,J03,200401,64344
1,J03,200402,72186
1,J03,200403,103457
1,J03,200404,95959
1,J03,200405,89124
1,J03,200406,92517
1,J03,200407,98369
1,J03,200408,72892
1,J03,200409,87203
1,J03,200410,90622
1,J03,200411,88224
1,J03,200412,92349
1,J03,200501,66305
1,J03,200502,56782
1,J03,200503,83967
1,J03,200504,110323
1,J03,200505,121237
1,J03,200506,103652
1,J03,200507,105112
1,J03,200508,85212
1,J03,200509,99275
1,J03,200510,101394
1,J03,200511,95722
1,J03,200512,126660
1,J03,200601,71134
1,J03,200602,57356
1,J03,200603,65151
1,J03,200604,93154
1,J03,200605,98559
1,J03,200606,78685
1,J03,200607,74525
1,J03,200608,65784
1,J03,200609,79816
1,J03,200610,69046
1,J03,200611,73922
1,J03,200612,76005
1,J03,200701,65238
1,J03,200702,51803
1,J03,200703,60622
1,J03,200704,78631
1,J03,200705,82096
1,J03,200706,109194
1,J03,200707,133758
1,J03,200708,103874
1,J03,200709,127716
1,J03,200710,135220
1,J03,200711,127544
1,J03,200712,133146
1,J03,200801,106376
1,J03,200802,125551
1,J03,200803,120332
1,J03,200804,127408
1,J03,200805,142097
1,J03,200806,144695
1,J03,200807,134321
1,J03,200808,91861
1,J03,200809,106146
1,J03,200810,119131
1,J03,200811,110727
1,J03,200812,152786
1,J03,200901,99022
1,J03,200902,79618
1,J03,200903,108944
1,J03,200904,140562
1,J03,200905,126489
1,J03,200906,126804
1,J03,200907,124100
1,J03,200908,108089
1,J03,200909,132556
1,J03,200910,135634
1,J03,200911,119495
1,J03,200912,108923
1,J03,201001,72032
1,J03,201002,70953
1,J03,201003,108736
1,J03,201004,155775
1,J03,201005,144381
1,J03,201006,134905
1,J03,201007,130255
1,J03,201008,107259
1,J03,201009,132792
1,J03,201010,128996
1,J03,201011,121486
1,J03,201012,126075
1,J03,201101,76353
1,J03,201102,63967
1,J03,201103,89060
1,J03,201104,99585
1,J03,201105,116396
1,J03,201106,109762
1,J03,201107,111591
1,J03,201108,98516
1,J03,201109,109630
1,J03,201110,108363
1,J03,201111,99691
1,J03,201112,106727
1,J03,201201,102400
1,J03,201202,103276
1,J03,201203,120510
1,J03,201204,118000
1,J03,201205,117180
1,J03,201206,115371
1,J03,201207,116950
1,J03,201208,96296
1,J03,201209,111578
1,J03,201210,106051
1,J03,201211,108763
1,J03,201212,94556
1,J03,201301,83387
1,J03,201302,90110
1,J03,201303,104203
1,J03,201304,105697
1,J03,201305,117394
1,J03,201306,129890
1,J03,201307,130498
1,J03,201308,111522
1,J03,201309,114879
1,J03,201310,107033
1,J03,201311,102035
1,J03,201312,95368
