Age_Group,merged_symptom,MDCARE_YM,COUNT
2,J05,200401,413
2,J05,200402,471
2,J05,200403,989
2,J05,200404,696
2,J05,200405,469
2,J05,200406,344
2,J05,200407,249
2,J05,200408,218
2,J05,200409,427
2,J05,200410,385
2,J05,200411,411
2,J05,200412,489
2,J05,200501,334
2,J05,200502,245
2,J05,200503,481
2,J05,200504,741
2,J05,200505,563
2,J05,200506,325
2,J05,200507,248
2,J05,200508,235
2,J05,200509,437
2,J05,200510,509
2,J05,200511,546
2,J05,200512,824
2,J05,200601,415
2,J05,200602,343
2,J05,200603,525
2,J05,200604,880
2,J05,200605,571
2,J05,200606,351
2,J05,200607,264
2,J05,200608,241
2,J05,200609,543
2,J05,200610,362
2,J05,200611,560
2,J05,200612,580
2,J05,200701,442
2,J05,200702,373
2,J05,200703,497
2,J05,200704,701
2,J05,200705,484
2,J05,200706,468
2,J05,200707,448
2,J05,200708,305
2,J05,200709,738
2,J05,200710,725
2,J05,200711,755
2,J05,200712,938
2,J05,200801,681
2,J05,200802,1009
2,J05,200803,1059
2,J05,200804,1113
2,J05,200805,624
2,J05,200806,525
2,J05,200807,356
2,J05,200808,340
2,J05,200809,572
2,J05,200810,704
2,J05,200811,835
2,J05,200812,1417
2,J05,200901,817
2,J05,200902,626
2,J05,200903,920
2,J05,200904,1361
2,J05,200905,689
2,J05,200906,644
2,J05,200907,485
2,J05,200908,575
2,J05,200909,1071
2,J05,200910,1264
2,J05,200911,1177
2,J05,200912,672
2,J05,201001,397
2,J05,201002,454
2,J05,201003,1214
2,J05,201004,1731
2,J05,201005,850
2,J05,201006,593
2,J05,201007,453
2,J05,201008,305
2,J05,201009,749
2,J05,201010,799
2,J05,201011,911
2,J05,201012,1067
2,J05,201101,539
2,J05,201102,422
2,J05,201103,738
2,J05,201104,781
2,J05,201105,685
2,J05,201106,515
2,J05,201107,465
2,J05,201108,544
2,J05,201109,853
2,J05,201110,799
2,J05,201111,707
2,J05,201112,827
2,J05,201201,669
2,J05,201202,813
2,J05,201203,1093
2,J05,201204,926
2,J05,201205,688
2,J05,201206,392
2,J05,201207,350
2,J05,201208,343
2,J05,201209,639
2,J05,201210,486
2,J05,201211,662
2,J05,201212,498
2,J05,201301,546
2,J05,201302,760
2,J05,201303,838
2,J05,201304,820
2,J05,201305,584
2,J05,201306,413
2,J05,201307,398
2,J05,201308,387
2,J05,201309,622
2,J05,201310,540
2,J05,201311,608
2,J05,201312,561
