Age_Group,merged_symptom,MDCARE_YM,COUNT
1,J00,200401,47488
1,J00,200402,47551
1,J00,200403,62717
1,J00,200404,57574
1,J00,200405,54524
1,J00,200406,46546
1,J00,200407,40964
1,J00,200408,35314
1,J00,200409,50371
1,J00,200410,57489
1,J00,200411,53365
1,J00,200412,53716
1,J00,200501,38642
1,J00,200502,35015
1,J00,200503,51512
1,J00,200504,55177
1,J00,200505,54124
1,J00,200506,41724
1,J00,200507,37693
1,J00,200508,34193
1,J00,200509,48650
1,J00,200510,59318
1,J00,200511,53971
1,J00,200512,60260
1,J00,200601,40428
1,J00,200602,43205
1,J00,200603,52569
1,J00,200604,53577
1,J00,200605,51048
1,J00,200606,41863
1,J00,200607,36905
1,J00,200608,35817
1,J00,200609,56025
1,J00,200610,50999
1,J00,200611,54995
1,J00,200612,51670
1,J00,200701,42160
1,J00,200702,38813
1,J00,200703,46858
1,J00,200704,48555
1,J00,200705,44549
1,J00,200706,50598
1,J00,200707,53807
1,J00,200708,43339
1,J00,200709,66612
1,J00,200710,83766
1,J00,200711,81585
1,J00,200712,76886
1,J00,200801,60652
1,J00,200802,66648
1,J00,200803,71198
1,J00,200804,68196
1,J00,200805,65505
1,J00,200806,57176
1,J00,200807,47545
1,J00,200808,41280
1,J00,200809,57298
1,J00,200810,73912
1,J00,200811,69651
1,J00,200812,80491
1,J00,200901,56204
1,J00,200902,50979
1,J00,200903,69001
1,J00,200904,70370
1,J00,200905,61055
1,J00,200906,56352
1,J00,200907,53244
1,J00,200908,54614
1,J00,200909,79242
1,J00,200910,87010
1,J00,200911,72318
1,J00,200912,73071
1,J00,201001,53525
1,J00,201002,53092
1,J00,201003,79507
1,J00,201004,83277
1,J00,201005,74137
1,J00,201006,65142
1,J00,201007,58439
1,J00,201008,49326
1,J00,201009,71362
1,J00,201010,86098
1,J00,201011,85652
1,J00,201012,83331
1,J00,201101,63700
1,J00,201102,58568
1,J00,201103,85146
1,J00,201104,79242
1,J00,201105,77781
1,J00,201106,68265
1,J00,201107,62194
1,J00,201108,65039
1,J00,201109,83566
1,J00,201110,95726
1,J00,201111,82823
1,J00,201112,93584
1,J00,201201,78758
1,J00,201202,80661
1,J00,201203,99943
1,J00,201204,93107
1,J00,201205,95218
1,J00,201206,84784
1,J00,201207,85609
1,J00,201208,78314
1,J00,201209,116721
1,J00,201210,126014
1,J00,201211,127725
1,J00,201212,108886
1,J00,201301,96218
1,J00,201302,99951
1,J00,201303,121670
1,J00,201304,121766
1,J00,201305,113550
1,J00,201306,99405
1,J00,201307,91977
1,J00,201308,87842
1,J00,201309,114634
1,J00,201310,124718
1,J00,201311,123620
1,J00,201312,110217
