Age_Group,merged_symptom,MDCARE_YM,COUNT
3,J03,200401,24864
3,J03,200402,23733
3,J03,200403,36886
3,J03,200404,31165
3,J03,200405,26202
3,J03,200406,23547
3,J03,200407,21013
3,J03,200408,20791
3,J03,200409,28992
3,J03,200410,36352
3,J03,200411,30906
3,J03,200412,32848
3,J03,200501,27907
3,J03,200502,21208
3,J03,200503,30620
3,J03,200504,35443
3,J03,200505,32217
3,J03,200506,24385
3,J03,200507,21995
3,J03,200508,22566
3,J03,200509,29280
3,J03,200510,37097
3,J03,200511,33990
3,J03,200512,41566
3,J03,200601,34998
3,J03,200602,26177
3,J03,200603,30730
3,J03,200604,33149
3,J03,200605,29713
3,J03,200606,23338
3,J03,200607,19900
3,J03,200608,19708
3,J03,200609,28641
3,J03,200610,26857
3,J03,200611,31027
3,J03,200612,35297
3,J03,200701,38290
3,J03,200702,21457
3,J03,200703,25940
3,J03,200704,30872
3,J03,200705,27058
3,J03,200706,23860
3,J03,200707,24539
3,J03,200708,24107
3,J03,200709,34649
3,J03,200710,39675
3,J03,200711,41995
3,J03,200712,46450
3,J03,200801,43712
3,J03,200802,37336
3,J03,200803,39448
3,J03,200804,39009
3,J03,200805,34801
3,J03,200806,29185
3,J03,200807,25728
3,J03,200808,24645
3,J03,200809,31996
3,J03,200810,37996
3,J03,200811,36749
3,J03,200812,55748
3,J03,200901,44390
3,J03,200902,24803
3,J03,200903,33770
3,J03,200904,41810
3,J03,200905,35735
3,J03,200906,28621
3,J03,200907,26482
3,J03,200908,31868
3,J03,200909,46411
3,J03,200910,54374
3,J03,200911,57967
3,J03,200912,45080
3,J03,201001,35387
3,J03,201002,27681
3,J03,201003,38088
3,J03,201004,50594
3,J03,201005,36426
3,J03,201006,29241
3,J03,201007,25140
3,J03,201008,23539
3,J03,201009,35853
3,J03,201010,41081
3,J03,201011,36738
3,J03,201012,49262
3,J03,201101,33128
3,J03,201102,24669
3,J03,201103,33093
3,J03,201104,32488
3,J03,201105,29991
3,J03,201106,23866
3,J03,201107,20778
3,J03,201108,22416
3,J03,201109,30754
3,J03,201110,33076
3,J03,201111,32956
3,J03,201112,34977
3,J03,201201,33791
3,J03,201202,33021
3,J03,201203,37013
3,J03,201204,36184
3,J03,201205,31311
3,J03,201206,22156
3,J03,201207,19110
3,J03,201208,19249
3,J03,201209,28531
3,J03,201210,32970
3,J03,201211,29653
3,J03,201212,27104
3,J03,201301,32009
3,J03,201302,29185
3,J03,201303,33379
3,J03,201304,33383
3,J03,201305,28046
3,J03,201306,20441
3,J03,201307,19969
3,J03,201308,20233
3,J03,201309,26708
3,J03,201310,29534
3,J03,201311,29896
3,J03,201312,26432
