Age_Group,merged_symptom,MDCARE_YM,COUNT
6,J01,200401,4704
6,J01,200402,3956
6,J01,200403,4783
6,J01,200404,4627
6,J01,200405,3522
6,J01,200406,2769
6,J01,200407,2293
6,J01,200408,2202
6,J01,200409,3044
6,J01,200410,4325
6,J01,200411,4434
6,J01,200412,5375
6,J01,200501,5788
6,J01,200502,4789
6,J01,200503,5499
6,J01,200504,6085
6,J01,200505,5420
6,J01,200506,3641
6,J01,200507,2667
6,J01,200508,2561
6,J01,200509,3005
6,J01,200510,4704
6,J01,200511,5416
6,J01,200512,7783
6,J01,200601,8712
6,J01,200602,6785
6,J01,200603,6896
6,J01,200604,6267
6,J01,200605,5745
6,J01,200606,4244
6,J01,200607,2990
6,J01,200608,2599
6,J01,200609,3872
6,J01,200610,4468
6,J01,200611,5412
6,J01,200612,6548
6,J01,200701,8647
6,J01,200702,6234
6,J01,200703,6177
6,J01,200704,6466
6,J01,200705,6086
6,J01,200706,6550
6,J01,200707,6212
6,J01,200708,5298
6,J01,200709,6776
6,J01,200710,9946
6,J01,200711,11533
6,J01,200712,13901
6,J01,200801,16031
6,J01,200802,16035
6,J01,200803,15829
6,J01,200804,13559
6,J01,200805,13044
6,J01,200806,10551
6,J01,200807,7894
6,J01,200808,6750
6,J01,200809,8348
6,J01,200810,11132
6,J01,200811,11975
6,J01,200812,17122
6,J01,200901,19573
6,J01,200902,14219
6,J01,200903,15501
6,J01,200904,17063
6,J01,200905,14331
6,J01,200906,10570
6,J01,200907,8041
6,J01,200908,8043
6,J01,200909,11882
6,J01,200910,13260
6,J01,200911,13940
6,J01,200912,16397
6,J01,201001,19389
6,J01,201002,16878
6,J01,201003,17058
6,J01,201004,18228
6,J01,201005,16244
6,J01,201006,12489
6,J01,201007,9586
6,J01,201008,8154
6,J01,201009,10846
6,J01,201010,15026
6,J01,201011,15445
6,J01,201012,16740
6,J01,201101,19081
6,J01,201102,16850
6,J01,201103,20241
6,J01,201104,18413
6,J01,201105,15875
6,J01,201106,12217
6,J01,201107,9139
6,J01,201108,8360
6,J01,201109,10500
6,J01,201110,13250
6,J01,201111,14656
6,J01,201112,18839
6,J01,201201,22828
6,J01,201202,23274
6,J01,201203,21950
6,J01,201204,19936
6,J01,201205,17639
6,J01,201206,12934
6,J01,201207,9469
6,J01,201208,8719
6,J01,201209,11273
6,J01,201210,16269
6,J01,201211,17161
6,J01,201212,18109
6,J01,201301,23677
6,J01,201302,22076
6,J01,201303,23905
6,J01,201304,23245
6,J01,201305,18543
6,J01,201306,12346
6,J01,201307,10700
6,J01,201308,9838
6,J01,201309,12961
6,J01,201310,15963
6,J01,201311,18248
6,J01,201312,19191
