Age_Group,merged_symptom,MDCARE_YM,COUNT
2,J02,200401,24024
2,J02,200402,24162
2,J02,200403,51821
2,J02,200404,39716
2,J02,200405,32020
2,J02,200406,24277
2,J02,200407,17880
2,J02,200408,16939
2,J02,200409,36034
2,J02,200410,28652
2,J02,200411,32584
2,J02,200412,37508
2,J02,200501,23114
2,J02,200502,17471
2,J02,200503,34370
2,J02,200504,42850
2,J02,200505,37526
2,J02,200506,25503
2,J02,200507,19873
2,J02,200508,18451
2,J02,200509,30915
2,J02,200510,31447
2,J02,200511,36040
2,J02,200512,56111
2,J02,200601,26248
2,J02,200602,22391
2,J02,200603,37001
2,J02,200604,58173
2,J02,200605,35813
2,J02,200606,24218
2,J02,200607,20669
2,J02,200608,16229
2,J02,200609,35346
2,J02,200610,22664
2,J02,200611,32063
2,J02,200612,35158
2,J02,200701,25475
2,J02,200702,20543
2,J02,200703,30399
2,J02,200704,38043
2,J02,200705,27332
2,J02,200706,24295
2,J02,200707,23460
2,J02,200708,20895
2,J02,200709,41056
2,J02,200710,38705
2,J02,200711,44147
2,J02,200712,49018
2,J02,200801,34679
2,J02,200802,43156
2,J02,200803,45386
2,J02,200804,48411
2,J02,200805,34612
2,J02,200806,31970
2,J02,200807,24464
2,J02,200808,21461
2,J02,200809,32795
2,J02,200810,35639
2,J02,200811,39768
2,J02,200812,63107
2,J02,200901,31920
2,J02,200902,23423
2,J02,200903,46724
2,J02,200904,62658
2,J02,200905,37359
2,J02,200906,34790
2,J02,200907,27877
2,J02,200908,32264
2,J02,200909,69507
2,J02,200910,89867
2,J02,200911,87633
2,J02,200912,48133
2,J02,201001,26566
2,J02,201002,27647
2,J02,201003,71662
2,J02,201004,86676
2,J02,201005,47488
2,J02,201006,34575
2,J02,201007,25829
2,J02,201008,22571
2,J02,201009,49577
2,J02,201010,47781
2,J02,201011,52766
2,J02,201012,62957
2,J02,201101,31488
2,J02,201102,27813
2,J02,201103,49500
2,J02,201104,46475
2,J02,201105,40246
2,J02,201106,32219
2,J02,201107,26204
2,J02,201108,28928
2,J02,201109,54081
2,J02,201110,48327
2,J02,201111,44714
2,J02,201112,49127
2,J02,201201,37304
2,J02,201202,45875
2,J02,201203,65622
2,J02,201204,55838
2,J02,201205,41740
2,J02,201206,28563
2,J02,201207,23665
2,J02,201208,22604
2,J02,201209,48211
2,J02,201210,38175
2,J02,201211,44743
2,J02,201212,36567
2,J02,201301,32961
2,J02,201302,40025
2,J02,201303,50973
2,J02,201304,51127
2,J02,201305,38408
2,J02,201306,30964
2,J02,201307,27800
2,J02,201308,26786
2,J02,201309,45335
2,J02,201310,40246
2,J02,201311,42098
2,J02,201312,37640
