Age_Group,merged_symptom,MDCARE_YM,COUNT
4,J06,200401,48255
4,J06,200402,41221
4,J06,200403,64867
4,J06,200404,60125
4,J06,200405,45229
4,J06,200406,35125
4,J06,200407,25990
4,J06,200408,26335
4,J06,200409,45002
4,J06,200410,59699
4,J06,200411,55241
4,J06,200412,60722
4,J06,200501,54083
4,J06,200502,39266
4,J06,200503,55088
4,J06,200504,67010
4,J06,200505,57885
4,J06,200506,36816
4,J06,200507,27831
4,J06,200508,27213
4,J06,200509,41465
4,J06,200510,61210
4,J06,200511,62604
4,J06,200512,91725
4,J06,200601,69760
4,J06,200602,50472
4,J06,200603,57040
4,J06,200604,57965
4,J06,200605,52633
4,J06,200606,38234
4,J06,200607,26647
4,J06,200608,25324
4,J06,200609,47302
4,J06,200610,47738
4,J06,200611,60116
4,J06,200612,71429
4,J06,200701,81367
4,J06,200702,47385
4,J06,200703,51706
4,J06,200704,61835
4,J06,200705,52416
4,J06,200706,42332
4,J06,200707,38486
4,J06,200708,35325
4,J06,200709,68321
4,J06,200710,75932
4,J06,200711,84964
4,J06,200712,98289
4,J06,200801,95853
4,J06,200802,101027
4,J06,200803,89457
4,J06,200804,78118
4,J06,200805,68462
4,J06,200806,51557
4,J06,200807,37030
4,J06,200808,34288
4,J06,200809,56936
4,J06,200810,72514
4,J06,200811,73799
4,J06,200812,114552
4,J06,200901,99279
4,J06,200902,53583
4,J06,200903,66665
4,J06,200904,90576
4,J06,200905,70981
4,J06,200906,50749
4,J06,200907,38960
4,J06,200908,47629
4,J06,200909,86129
4,J06,200910,104662
4,J06,200911,120890
4,J06,200912,101877
4,J06,201001,85294
4,J06,201002,66345
4,J06,201003,73933
4,J06,201004,96082
4,J06,201005,83993
4,J06,201006,60225
4,J06,201007,44949
4,J06,201008,38320
4,J06,201009,72752
4,J06,201010,92273
4,J06,201011,87387
4,J06,201012,116252
4,J06,201101,97429
4,J06,201102,65822
4,J06,201103,85172
4,J06,201104,81892
4,J06,201105,72620
4,J06,201106,53413
4,J06,201107,39553
4,J06,201108,42008
4,J06,201109,71984
4,J06,201110,82078
4,J06,201111,85216
4,J06,201112,103568
4,J06,201201,103670
4,J06,201202,99583
4,J06,201203,95228
4,J06,201204,92785
4,J06,201205,79767
4,J06,201206,51843
4,J06,201207,40077
4,J06,201208,39121
4,J06,201209,70947
4,J06,201210,88941
4,J06,201211,81766
4,J06,201212,78051
4,J06,201301,91585
4,J06,201302,90187
4,J06,201303,91826
4,J06,201304,92122
4,J06,201305,73543
4,J06,201306,49585
4,J06,201307,41788
4,J06,201308,43487
4,J06,201309,72783
4,J06,201310,83217
4,J06,201311,88236
4,J06,201312,82929
