SEX_TYPE,merged_symptom,MDCARE_YM,COUNT
1,J05,200401,1757
1,J05,200402,1797
1,J05,200403,3058
1,J05,200404,2551
1,J05,200405,2035
1,J05,200406,1795
1,J05,200407,1634
1,J05,200408,1293
1,J05,200409,1813
1,J05,200410,2134
1,J05,200411,2039
1,J05,200412,2137
1,J05,200501,1810
1,J05,200502,1455
1,J05,200503,2198
1,J05,200504,2961
1,J05,200505,2611
1,J05,200506,1667
1,J05,200507,1350
1,J05,200508,1180
1,J05,200509,2066
1,J05,200510,2328
1,J05,200511,2380
1,J05,200512,2765
1,J05,200601,2127
1,J05,200602,1692
1,J05,200603,2030
1,J05,200604,2591
1,J05,200605,2471
1,J05,200606,1854
1,J05,200607,1572
1,J05,200608,1666
1,J05,200609,2247
1,J05,200610,1930
1,J05,200611,2238
1,J05,200612,2422
1,J05,200701,2364
1,J05,200702,1665
1,J05,200703,1896
1,J05,200704,2609
1,J05,200705,2294
1,J05,200706,2852
1,J05,200707,2825
1,J05,200708,2267
1,J05,200709,3762
1,J05,200710,4027
1,J05,200711,3662
1,J05,200712,3961
1,J05,200801,3387
1,J05,200802,3750
1,J05,200803,3742
1,J05,200804,3711
1,J05,200805,3605
1,J05,200806,2985
1,J05,200807,2041
1,J05,200808,1915
1,J05,200809,3091
1,J05,200810,3863
1,J05,200811,3800
1,J05,200812,5097
1,J05,200901,3584
1,J05,200902,2627
1,J05,200903,3384
1,J05,200904,4274
1,J05,200905,3564
1,J05,200906,2945
1,J05,200907,2474
1,J05,200908,2481
1,J05,200909,3548
1,J05,200910,3960
1,J05,200911,3458
1,J05,200912,3315
1,J05,201001,2733
1,J05,201002,2543
1,J05,201003,3995
1,J05,201004,5631
1,J05,201005,4659
1,J05,201006,3777
1,J05,201007,3224
1,J05,201008,2630
1,J05,201009,3649
1,J05,201010,4493
1,J05,201011,4195
1,J05,201012,3942
1,J05,201101,2841
1,J05,201102,2207
1,J05,201103,3036
1,J05,201104,3472
1,J05,201105,3929
1,J05,201106,3053
1,J05,201107,2775
1,J05,201108,2891
1,J05,201109,3325
1,J05,201110,3798
1,J05,201111,3770
1,J05,201112,4426
1,J05,201201,3816
1,J05,201202,3885
1,J05,201203,4542
1,J05,201204,4811
1,J05,201205,4425
1,J05,201206,2854
1,J05,201207,3806
1,J05,201208,3755
1,J05,201209,3918
1,J05,201210,3705
1,J05,201211,3826
1,J05,201212,3012
1,J05,201301,3588
1,J05,201302,4327
1,J05,201303,4765
1,J05,201304,4076
1,J05,201305,3895
1,J05,201306,3209
1,J05,201307,3264
1,J05,201308,3514
1,J05,201309,3811
1,J05,201310,3718
1,J05,201311,3675
1,J05,201312,3185
