SEX_TYPE,merged_symptom,MDCARE_YM,COUNT
1,J02,200401,69276
1,J02,200402,65765
1,J02,200403,100708
1,J02,200404,90682
1,J02,200405,76627
1,J02,200406,66049
1,J02,200407,58272
1,J02,200408,52745
1,J02,200409,77461
1,J02,200410,83681
1,J02,200411,80734
1,J02,200412,88487
1,J02,200501,72070
1,J02,200502,56525
1,J02,200503,81061
1,J02,200504,99770
1,J02,200505,93301
1,J02,200506,68570
1,J02,200507,60103
1,J02,200508,54911
1,J02,200509,72820
1,J02,200510,86643
1,J02,200511,88139
1,J02,200512,117946
1,J02,200601,84203
1,J02,200602,67054
1,J02,200603,81079
1,J02,200604,97961
1,J02,200605,84365
1,J02,200606,63538
1,J02,200607,53936
1,J02,200608,48615
1,J02,200609,74319
1,J02,200610,65783
1,J02,200611,78462
1,J02,200612,86457
1,J02,200701,86757
1,J02,200702,59236
1,J02,200703,69345
1,J02,200704,82294
1,J02,200705,72676
1,J02,200706,74259
1,J02,200707,77349
1,J02,200708,67458
1,J02,200709,101467
1,J02,200710,108946
1,J02,200711,113816
1,J02,200712,125283
1,J02,200801,112681
1,J02,200802,121205
1,J02,200803,118371
1,J02,200804,114184
1,J02,200805,104816
1,J02,200806,92244
1,J02,200807,77699
1,J02,200808,65937
1,J02,200809,87944
1,J02,200810,101363
1,J02,200811,102773
1,J02,200812,145367
1,J02,200901,112375
1,J02,200902,77548
1,J02,200903,104583
1,J02,200904,130717
1,J02,200905,104678
1,J02,200906,89619
1,J02,200907,80908
1,J02,200908,86093
1,J02,200909,133329
1,J02,200910,155735
1,J02,200911,157072
1,J02,200912,126881
1,J02,201001,99702
1,J02,201002,87548
1,J02,201003,128109
1,J02,201004,158987
1,J02,201005,127502
1,J02,201006,102724
1,J02,201007,87902
1,J02,201008,76919
1,J02,201009,118135
1,J02,201010,129977
1,J02,201011,127237
1,J02,201012,149348
1,J02,201101,116935
1,J02,201102,91520
1,J02,201103,126249
1,J02,201104,122486
1,J02,201105,116977
1,J02,201106,96215
1,J02,201107,85501
1,J02,201108,85699
1,J02,201109,120779
1,J02,201110,126377
1,J02,201111,122243
1,J02,201112,141548
1,J02,201201,139124
1,J02,201202,143391
1,J02,201203,158574
1,J02,201204,147575
1,J02,201205,129400
1,J02,201206,101221
1,J02,201207,91287
1,J02,201208,82773
1,J02,201209,121991
1,J02,201210,129707
1,J02,201211,128735
1,J02,201212,116508
1,J02,201301,124936
1,J02,201302,126050
1,J02,201303,141290
1,J02,201304,141121
1,J02,201305,123272
1,J02,201306,105040
1,J02,201307,100197
1,J02,201308,95643
1,J02,201309,124899
1,J02,201310,128282
1,J02,201311,131447
1,J02,201312,122623
