SEX_TYPE,merged_symptom,MDCARE_YM,COUNT
1,J04,200401,44582
1,J04,200402,42100
1,J04,200403,66281
1,J04,200404,61143
1,J04,200405,50699
1,J04,200406,40509
1,J04,200407,33171
1,J04,200408,30174
1,J04,200409,46797
1,J04,200410,56289
1,J04,200411,56582
1,J04,200412,61923
1,J04,200501,51227
1,J04,200502,40811
1,J04,200503,58591
1,J04,200504,72846
1,J04,200505,65442
1,J04,200506,44543
1,J04,200507,36014
1,J04,200508,34628
1,J04,200509,50367
1,J04,200510,66930
1,J04,200511,69022
1,J04,200512,91450
1,J04,200601,67309
1,J04,200602,52668
1,J04,200603,63343
1,J04,200604,74511
1,J04,200605,63867
1,J04,200606,45007
1,J04,200607,34460
1,J04,200608,32499
1,J04,200609,54796
1,J04,200610,51639
1,J04,200611,64040
1,J04,200612,72083
1,J04,200701,72405
1,J04,200702,48759
1,J04,200703,56238
1,J04,200704,67917
1,J04,200705,58418
1,J04,200706,58594
1,J04,200707,56878
1,J04,200708,52692
1,J04,200709,86379
1,J04,200710,102440
1,J04,200711,110626
1,J04,200712,120489
1,J04,200801,107528
1,J04,200802,111235
1,J04,200803,111201
1,J04,200804,109274
1,J04,200805,96076
1,J04,200806,75069
1,J04,200807,56375
1,J04,200808,52200
1,J04,200809,77775
1,J04,200810,97123
1,J04,200811,102127
1,J04,200812,143400
1,J04,200901,114148
1,J04,200902,78009
1,J04,200903,102274
1,J04,200904,129067
1,J04,200905,98506
1,J04,200906,77176
1,J04,200907,63590
1,J04,200908,70283
1,J04,200909,114778
1,J04,200910,135711
1,J04,200911,134485
1,J04,200912,121619
1,J04,201001,99259
1,J04,201002,85976
1,J04,201003,122312
1,J04,201004,153242
1,J04,201005,125357
1,J04,201006,93759
1,J04,201007,72638
1,J04,201008,62888
1,J04,201009,105564
1,J04,201010,131983
1,J04,201011,135787
1,J04,201012,154283
1,J04,201101,121156
1,J04,201102,93815
1,J04,201103,124602
1,J04,201104,123472
1,J04,201105,115144
1,J04,201106,87639
1,J04,201107,70080
1,J04,201108,74461
1,J04,201109,115213
1,J04,201110,127147
1,J04,201111,125300
1,J04,201112,142840
1,J04,201201,134226
1,J04,201202,138906
1,J04,201203,147604
1,J04,201204,142147
1,J04,201205,126590
1,J04,201206,84955
1,J04,201207,69879
1,J04,201208,69517
1,J04,201209,116743
1,J04,201210,131440
1,J04,201211,133478
1,J04,201212,121082
1,J04,201301,128024
1,J04,201302,128684
1,J04,201303,145466
1,J04,201304,147388
1,J04,201305,125108
1,J04,201306,88176
1,J04,201307,77922
1,J04,201308,79661
1,J04,201309,122705
1,J04,201310,132665
1,J04,201311,140795
1,J04,201312,131614
