SEX_TYPE,merged_symptom,MDCARE_YM,COUNT
1,J01,200401,71798
1,J01,200402,67279
1,J01,200403,92099
1,J01,200404,88795
1,J01,200405,78439
1,J01,200406,63666
1,J01,200407,48694
1,J01,200408,44725
1,J01,200409,74408
1,J01,200410,89455
1,J01,200411,89941
1,J01,200412,96008
1,J01,200501,75503
1,J01,200502,63860
1,J01,200503,90443
1,J01,200504,102908
1,J01,200505,92069
1,J01,200506,63584
1,J01,200507,50574
1,J01,200508,50298
1,J01,200509,78770
1,J01,200510,104593
1,J01,200511,107595
1,J01,200512,130675
1,J01,200601,92218
1,J01,200602,76138
1,J01,200603,85876
1,J01,200604,93161
1,J01,200605,78732
1,J01,200606,57764
1,J01,200607,44843
1,J01,200608,42431
1,J01,200609,79993
1,J01,200610,71820
1,J01,200611,87132
1,J01,200612,90707
1,J01,200701,82114
1,J01,200702,68038
1,J01,200703,80028
1,J01,200704,88977
1,J01,200705,74370
1,J01,200706,79411
1,J01,200707,77217
1,J01,200708,65577
1,J01,200709,118363
1,J01,200710,154934
1,J01,200711,172370
1,J01,200712,173859
1,J01,200801,145371
1,J01,200802,153312
1,J01,200803,158487
1,J01,200804,167115
1,J01,200805,142134
1,J01,200806,108751
1,J01,200807,75848
1,J01,200808,72409
1,J01,200809,115234
1,J01,200810,149735
1,J01,200811,159178
1,J01,200812,201077
1,J01,200901,149538
1,J01,200902,124737
1,J01,200903,162303
1,J01,200904,181448
1,J01,200905,136829
1,J01,200906,103627
1,J01,200907,83560
1,J01,200908,92818
1,J01,200909,155819
1,J01,200910,179860
1,J01,200911,167153
1,J01,200912,169295
1,J01,201001,135677
1,J01,201002,126976
1,J01,201003,181651
1,J01,201004,207853
1,J01,201005,165881
1,J01,201006,123483
1,J01,201007,93580
1,J01,201008,77904
1,J01,201009,133426
1,J01,201010,174681
1,J01,201011,190874
1,J01,201012,194752
1,J01,201101,141813
1,J01,201102,122265
1,J01,201103,169295
1,J01,201104,166502
1,J01,201105,144527
1,J01,201106,106715
1,J01,201107,82065
1,J01,201108,90143
1,J01,201109,143646
1,J01,201110,166338
1,J01,201111,159062
1,J01,201112,186754
1,J01,201201,163175
1,J01,201202,166654
1,J01,201203,185112
1,J01,201204,178589
1,J01,201205,157554
1,J01,201206,103184
1,J01,201207,84570
1,J01,201208,82761
1,J01,201209,151354
1,J01,201210,171302
1,J01,201211,182438
1,J01,201212,163434
1,J01,201301,152932
1,J01,201302,158780
1,J01,201303,181349
1,J01,201304,191103
1,J01,201305,157429
1,J01,201306,108134
1,J01,201307,91615
1,J01,201308,94829
1,J01,201309,151485
1,J01,201310,166587
1,J01,201311,184739
1,J01,201312,171034
