SEX_TYPE,merged_symptom,MDCARE_YM,COUNT
2,J03,200401,137907
2,J03,200402,134576
2,J03,200403,214671
2,J03,200404,190233
2,J03,200405,161059
2,J03,200406,142364
2,J03,200407,126523
2,J03,200408,111176
2,J03,200409,166834
2,J03,200410,188595
2,J03,200411,177922
2,J03,200412,191615
2,J03,200501,154561
2,J03,200502,124328
2,J03,200503,184202
2,J03,200504,223903
2,J03,200505,213248
2,J03,200506,157002
2,J03,200507,138340
2,J03,200508,125849
2,J03,200509,167687
2,J03,200510,198161
2,J03,200511,198489
2,J03,200512,271755
2,J03,200601,186043
2,J03,200602,142704
2,J03,200603,171582
2,J03,200604,211843
2,J03,200605,187448
2,J03,200606,141887
2,J03,200607,116745
2,J03,200608,105467
2,J03,200609,164570
2,J03,200610,145955
2,J03,200611,172304
2,J03,200612,190469
2,J03,200701,187621
2,J03,200702,130034
2,J03,200703,152567
2,J03,200704,186412
2,J03,200705,165939
2,J03,200706,170975
2,J03,200707,178062
2,J03,200708,151333
2,J03,200709,228717
2,J03,200710,251736
2,J03,200711,263478
2,J03,200712,290507
2,J03,200801,259454
2,J03,200802,288759
2,J03,200803,281404
2,J03,200804,270769
2,J03,200805,253125
2,J03,200806,222400
2,J03,200807,181892
2,J03,200808,148785
2,J03,200809,200409
2,J03,200810,238474
2,J03,200811,241420
2,J03,200812,355929
2,J03,200901,269059
2,J03,200902,177643
2,J03,200903,246812
2,J03,200904,322207
2,J03,200905,254613
2,J03,200906,211334
2,J03,200907,182962
2,J03,200908,189576
2,J03,200909,303087
2,J03,200910,341862
2,J03,200911,339109
2,J03,200912,270808
2,J03,201001,210179
2,J03,201002,186664
2,J03,201003,263504
2,J03,201004,341462
2,J03,201005,277286
2,J03,201006,226316
2,J03,201007,186237
2,J03,201008,157991
2,J03,201009,247153
2,J03,201010,276055
2,J03,201011,266678
2,J03,201012,312164
2,J03,201101,215083
2,J03,201102,169228
2,J03,201103,228339
2,J03,201104,230644
2,J03,201105,224521
2,J03,201106,186200
2,J03,201107,157467
2,J03,201108,154209
2,J03,201109,212021
2,J03,201110,224945
2,J03,201111,224203
2,J03,201112,248945
2,J03,201201,240824
2,J03,201202,246940
2,J03,201203,273011
2,J03,201204,260376
2,J03,201205,228474
2,J03,201206,176623
2,J03,201207,153215
2,J03,201208,138928
2,J03,201209,205548
2,J03,201210,221508
2,J03,201211,218737
2,J03,201212,199103
2,J03,201301,213764
2,J03,201302,220808
2,J03,201303,244124
2,J03,201304,241480
2,J03,201305,213490
2,J03,201306,178442
2,J03,201307,165459
2,J03,201308,154340
2,J03,201309,201734
2,J03,201310,214075
2,J03,201311,217371
2,J03,201312,203720
