SEX_TYPE,merged_symptom,MDCARE_YM,COUNT
2,J01,200401,76227
2,J01,200402,69672
2,J01,200403,99257
2,J01,200404,96985
2,J01,200405,85338
2,J01,200406,67865
2,J01,200407,51449
2,J01,200408,44987
2,J01,200409,76486
2,J01,200410,97362
2,J01,200411,98093
2,J01,200412,103984
2,J01,200501,80004
2,J01,200502,66315
2,J01,200503,98799
2,J01,200504,113432
2,J01,200505,101514
2,J01,200506,69246
2,J01,200507,52824
2,J01,200508,50869
2,J01,200509,82038
2,J01,200510,111801
2,J01,200511,116525
2,J01,200512,147273
2,J01,200601,103620
2,J01,200602,82585
2,J01,200603,96705
2,J01,200604,103449
2,J01,200605,85606
2,J01,200606,64193
2,J01,200607,45960
2,J01,200608,43446
2,J01,200609,84748
2,J01,200610,75994
2,J01,200611,97138
2,J01,200612,101351
2,J01,200701,91863
2,J01,200702,72154
2,J01,200703,86107
2,J01,200704,98967
2,J01,200705,81295
2,J01,200706,84628
2,J01,200707,79401
2,J01,200708,65026
2,J01,200709,119662
2,J01,200710,161037
2,J01,200711,185882
2,J01,200712,190848
2,J01,200801,160130
2,J01,200802,164077
2,J01,200803,170334
2,J01,200804,177251
2,J01,200805,153892
2,J01,200806,120029
2,J01,200807,80211
2,J01,200808,72493
2,J01,200809,116905
2,J01,200810,156870
2,J01,200811,169868
2,J01,200812,222500
2,J01,200901,164453
2,J01,200902,131106
2,J01,200903,172116
2,J01,200904,198413
2,J01,200905,148356
2,J01,200906,112877
2,J01,200907,86842
2,J01,200908,94835
2,J01,200909,166278
2,J01,200910,193676
2,J01,200911,184905
2,J01,200912,185601
2,J01,201001,151839
2,J01,201002,138180
2,J01,201003,190745
2,J01,201004,223200
2,J01,201005,179951
2,J01,201006,137573
2,J01,201007,101864
2,J01,201008,79235
2,J01,201009,140454
2,J01,201010,187646
2,J01,201011,207457
2,J01,201012,216595
2,J01,201101,159289
2,J01,201102,133016
2,J01,201103,184489
2,J01,201104,182416
2,J01,201105,157247
2,J01,201106,116387
2,J01,201107,86440
2,J01,201108,91547
2,J01,201109,146571
2,J01,201110,179303
2,J01,201111,177470
2,J01,201112,208015
2,J01,201201,177451
2,J01,201202,179827
2,J01,201203,200977
2,J01,201204,199354
2,J01,201205,175312
2,J01,201206,113189
2,J01,201207,88012
2,J01,201208,83472
2,J01,201209,159092
2,J01,201210,183314
2,J01,201211,198632
2,J01,201212,178081
2,J01,201301,170332
2,J01,201302,174524
2,J01,201303,201510
2,J01,201304,212153
2,J01,201305,167450
2,J01,201306,117934
2,J01,201307,96315
2,J01,201308,95976
2,J01,201309,156636
2,J01,201310,182123
2,J01,201311,204507
2,J01,201312,187004
