SEX_TYPE,merged_symptom,MDCARE_YM,COUNT
2,J04,200401,59731
2,J04,200402,54183
2,J04,200403,88152
2,J04,200404,84983
2,J04,200405,71067
2,J04,200406,57251
2,J04,200407,44193
2,J04,200408,39422
2,J04,200409,62057
2,J04,200410,78123
2,J04,200411,76527
2,J04,200412,82510
2,J04,200501,68107
2,J04,200502,53529
2,J04,200503,80516
2,J04,200504,101517
2,J04,200505,92269
2,J04,200506,62931
2,J04,200507,48501
2,J04,200508,45790
2,J04,200509,66832
2,J04,200510,90450
2,J04,200511,94077
2,J04,200512,122571
2,J04,200601,91863
2,J04,200602,70763
2,J04,200603,87495
2,J04,200604,101520
2,J04,200605,88941
2,J04,200606,64061
2,J04,200607,45483
2,J04,200608,42744
2,J04,200609,74145
2,J04,200610,69439
2,J04,200611,87833
2,J04,200612,97180
2,J04,200701,97813
2,J04,200702,65110
2,J04,200703,76602
2,J04,200704,95549
2,J04,200705,83015
2,J04,200706,80637
2,J04,200707,74228
2,J04,200708,66649
2,J04,200709,111280
2,J04,200710,134889
2,J04,200711,149218
2,J04,200712,161994
2,J04,200801,145264
2,J04,200802,149680
2,J04,200803,152530
2,J04,200804,147435
2,J04,200805,133593
2,J04,200806,106843
2,J04,200807,75828
2,J04,200808,65968
2,J04,200809,99586
2,J04,200810,128461
2,J04,200811,135463
2,J04,200812,192366
2,J04,200901,152766
2,J04,200902,102589
2,J04,200903,137246
2,J04,200904,177300
2,J04,200905,138053
2,J04,200906,108539
2,J04,200907,85087
2,J04,200908,93105
2,J04,200909,159991
2,J04,200910,183001
2,J04,200911,188334
2,J04,200912,166114
2,J04,201001,134455
2,J04,201002,115709
2,J04,201003,159169
2,J04,201004,206696
2,J04,201005,173140
2,J04,201006,133098
2,J04,201007,100214
2,J04,201008,81547
2,J04,201009,139206
2,J04,201010,179361
2,J04,201011,184233
2,J04,201012,210099
2,J04,201101,166558
2,J04,201102,124599
2,J04,201103,169163
2,J04,201104,172286
2,J04,201105,159560
2,J04,201106,121610
2,J04,201107,92008
2,J04,201108,95668
2,J04,201109,148236
2,J04,201110,169385
2,J04,201111,172027
2,J04,201112,193133
2,J04,201201,175585
2,J04,201202,180782
2,J04,201203,197752
2,J04,201204,198872
2,J04,201205,176826
2,J04,201206,119540
2,J04,201207,92839
2,J04,201208,89336
2,J04,201209,153615
2,J04,201210,175269
2,J04,201211,177665
2,J04,201212,158882
2,J04,201301,171437
2,J04,201302,170847
2,J04,201303,198354
2,J04,201304,203099
2,J04,201305,167600
2,J04,201306,120235
2,J04,201307,101768
2,J04,201308,100861
2,J04,201309,156470
2,J04,201310,178959
2,J04,201311,189603
2,J04,201312,175680
